rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
3,0.0,aligned,0,complete,7,0.8,12,0,0,18,0.47152916666666667
3,0.0,aligned,0,td_pc,8,0.75,13,1,0,18,0.47152916666666667
3,0.0,aligned,0,mvpc,8,0.7333333333333333,13,1,0,18,0.47152916666666667
3,0.0,aligned,0,fci,8,0.75,13,1,0,18,0.47152916666666667
3,0.0,aligned,0,cdnod_true,8,0.75,13,1,0,18,0.47152916666666667
3,0.0,aligned,0,cdnod_est,8,0.75,13,1,0,18,0.47152916666666667
3,0.0,closed,0,complete,7,0.8,12,0,0,18,0.47152916666666667
3,0.0,closed,0,td_pc,9,0.7096774193548387,14,2,0,18,0.47152916666666667
3,0.0,closed,0,mvpc,8,0.7333333333333333,13,1,0,18,0.47152916666666667
3,0.0,closed,0,fci,8,0.7333333333333333,13,1,0,18,0.47152916666666667
3,0.0,closed,0,cdnod_true,9,0.7096774193548387,14,2,0,18,0.47152916666666667
3,0.0,closed,0,cdnod_est,9,0.7096774193548387,14,2,0,18,0.47152916666666667
3,1.0,aligned,0,complete,5,0.8484848484848485,10,0,2,18,0.47152916666666667
3,1.0,aligned,0,td_pc,8,0.75,13,3,2,18,0.47152916666666667
3,1.0,aligned,0,mvpc,8,0.7333333333333333,13,3,2,18,0.47152916666666667
3,1.0,aligned,0,fci,8,0.75,13,3,2,18,0.47152916666666667
3,1.0,aligned,0,cdnod_true,8,0.75,13,3,2,18,0.47152916666666667
3,1.0,aligned,0,cdnod_est,8,0.75,13,3,2,18,0.47152916666666667
3,1.0,closed,0,complete,5,0.8484848484848485,10,0,0,18,0.47152916666666667
3,1.0,closed,0,td_pc,9,0.7096774193548387,14,4,0,18,0.47152916666666667
3,1.0,closed,0,mvpc,8,0.7333333333333333,13,3,0,18,0.47152916666666667
3,1.0,closed,0,fci,9,0.7096774193548387,14,4,0,18,0.47152916666666667
3,1.0,closed,0,cdnod_true,9,0.7096774193548387,14,4,0,18,0.47152916666666667
3,1.0,closed,0,cdnod_est,9,0.7096774193548387,14,4,0,18,0.47152916666666667
3,2.0,aligned,0,complete,7,0.7878787878787878,12,0,9,18,0.47152916666666667
3,2.0,aligned,0,td_pc,8,0.75,13,1,9,18,0.47152916666666667
3,2.0,aligned,0,mvpc,8,0.7333333333333333,13,1,9,18,0.47152916666666667
3,2.0,aligned,0,fci,8,0.75,13,1,9,18,0.47152916666666667
3,2.0,aligned,0,cdnod_true,8,0.75,13,1,9,18,0.47152916666666667
3,2.0,aligned,0,cdnod_est,8,0.75,13,1,9,18,0.47152916666666667
3,2.0,closed,0,complete,7,0.7878787878787878,12,0,0,18,0.47152916666666667
3,2.0,closed,0,td_pc,8,0.75,13,1,0,18,0.47152916666666667
3,2.0,closed,0,mvpc,8,0.7333333333333333,13,1,0,18,0.47152916666666667
3,2.0,closed,0,fci,8,0.75,13,1,0,18,0.47152916666666667
3,2.0,closed,0,cdnod_true,8,0.75,13,1,0,18,0.47152916666666667
3,2.0,closed,0,cdnod_est,8,0.75,13,1,0,18,0.47152916666666667
3,1.0,aligned,1,complete,5,0.8484848484848485,10,0,2,18,0.49519166666666664
3,1.0,aligned,1,td_pc,10,0.6875,15,5,2,18,0.49519166666666664
3,1.0,aligned,1,mvpc,9,0.7096774193548387,14,4,2,18,0.49519166666666664
3,1.0,aligned,1,fci,11,0.6451612903225806,16,6,2,18,0.49519166666666664
3,1.0,aligned,1,cdnod_true,10,0.6875,15,5,2,18,0.49519166666666664
3,1.0,aligned,1,cdnod_est,10,0.6875,15,5,2,18,0.49519166666666664
3,1.0,closed,1,complete,5,0.8484848484848485,10,0,0,18,0.49515
3,1.0,closed,1,td_pc,10,0.6875,15,5,0,18,0.49515
3,1.0,closed,1,mvpc,10,0.6666666666666666,15,5,0,18,0.49515
3,1.0,closed,1,fci,11,0.6451612903225806,16,6,0,18,0.49515
3,1.0,closed,1,cdnod_true,10,0.6875,15,5,0,18,0.49515
3,1.0,closed,1,cdnod_est,10,0.6875,15,5,0,18,0.49515
