rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
7,0.0,aligned,0,complete,2,0.9411764705882353,6,0,1,18,0.47081666666666666
7,0.0,aligned,0,td_pc,3,0.9090909090909091,7,1,1,18,0.47081666666666666
7,0.0,aligned,0,mvpc,6,0.8,10,4,1,18,0.47081666666666666
7,0.0,aligned,0,fci,5,0.8387096774193549,9,3,1,18,0.47081666666666666
7,0.0,aligned,0,cdnod_true,3,0.9090909090909091,7,1,1,18,0.47081666666666666
7,0.0,aligned,0,cdnod_est,3,0.9090909090909091,7,1,1,18,0.47081666666666666
7,0.0,closed,0,complete,2,0.9411764705882353,6,0,0,18,0.47081666666666666
7,0.0,closed,0,td_pc,3,0.9090909090909091,7,1,0,18,0.47081666666666666
7,0.0,closed,0,mvpc,4,0.875,8,2,0,18,0.47081666666666666
7,0.0,closed,0,fci,4,0.875,8,2,0,18,0.47081666666666666
7,0.0,closed,0,cdnod_true,3,0.9090909090909091,7,1,0,18,0.47081666666666666
7,0.0,closed,0,cdnod_est,3,0.9090909090909091,7,1,0,18,0.47081666666666666
7,1.0,aligned,0,complete,2,0.9411764705882353,6,0,4,18,0.47081666666666666
7,1.0,aligned,0,td_pc,4,0.875,8,2,4,18,0.47081666666666666
7,1.0,aligned,0,mvpc,6,0.8,10,4,4,18,0.47081666666666666
7,1.0,aligned,0,fci,5,0.8387096774193549,9,3,4,18,0.47081666666666666
7,1.0,aligned,0,cdnod_true,4,0.875,8,2,4,18,0.47081666666666666
7,1.0,aligned,0,cdnod_est,4,0.875,8,2,4,18,0.47081666666666666
7,1.0,closed,0,complete,2,0.9411764705882353,6,0,0,18,0.47081666666666666
7,1.0,closed,0,td_pc,6,0.8125,10,4,0,18,0.47081666666666666
7,1.0,closed,0,mvpc,6,0.8125,10,4,0,18,0.47081666666666666
7,1.0,closed,0,fci,6,0.8125,10,4,0,18,0.47081666666666666
7,1.0,closed,0,cdnod_true,6,0.8125,10,4,0,18,0.47081666666666666
7,1.0,closed,0,cdnod_est,6,0.8125,10,4,0,18,0.47081666666666666
7,2.0,aligned,0,complete,2,0.9444444444444444,4,0,12,18,0.47081666666666666
7,2.0,aligned,0,td_pc,4,0.875,8,2,12,18,0.47081666666666666
7,2.0,aligned,0,mvpc,6,0.8,10,4,12,18,0.47081666666666666
7,2.0,aligned,0,fci,5,0.8387096774193549,9,3,12,18,0.47081666666666666
7,2.0,aligned,0,cdnod_true,4,0.875,8,2,12,18,0.47081666666666666
7,2.0,aligned,0,cdnod_est,4,0.875,8,2,12,18,0.47081666666666666
7,2.0,closed,0,complete,2,0.9444444444444444,4,0,0,18,0.47081666666666666
7,2.0,closed,0,td_pc,3,0.9090909090909091,7,1,0,18,0.47081666666666666
7,2.0,closed,0,mvpc,4,0.875,8,2,0,18,0.47081666666666666
7,2.0,closed,0,fci,3,0.9090909090909091,7,1,0,18,0.47081666666666666
7,2.0,closed,0,cdnod_true,3,0.9090909090909091,7,1,0,18,0.47081666666666666
7,2.0,closed,0,cdnod_est,3,0.9090909090909091,7,1,0,18,0.47081666666666666
7,1.0,aligned,1,complete,2,0.9411764705882353,6,0,4,18,0.49447083333333336
7,1.0,aligned,1,td_pc,4,0.875,8,2,4,18,0.49447083333333336
7,1.0,aligned,1,mvpc,5,0.8387096774193549,9,3,4,18,0.49447083333333336
7,1.0,aligned,1,fci,5,0.8387096774193549,9,3,4,18,0.49447083333333336
7,1.0,aligned,1,cdnod_true,4,0.875,8,2,4,18,0.49447083333333336
7,1.0,aligned,1,cdnod_est,4,0.875,8,2,4,18,0.49447083333333336
7,1.0,closed,1,complete,2,0.9411764705882353,6,0,0,18,0.4943625
7,1.0,closed,1,td_pc,4,0.875,8,2,0,18,0.4943625
7,1.0,closed,1,mvpc,5,0.8387096774193549,9,3,0,18,0.4943625
7,1.0,closed,1,fci,5,0.8387096774193549,9,3,0,18,0.4943625
7,1.0,closed,1,cdnod_true,4,0.875,8,2,0,18,0.4943625
7,1.0,closed,1,cdnod_est,4,0.875,8,2,0,18,0.4943625
