rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
13,0.0,aligned,0,complete,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,aligned,0,td_pc,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,aligned,0,mvpc,5,0.8387096774193549,11,3,0,18,0.4705708333333333
13,0.0,aligned,0,fci,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,aligned,0,cdnod_true,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,aligned,0,cdnod_est,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,closed,0,complete,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,closed,0,td_pc,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,closed,0,mvpc,4,0.875,10,2,0,18,0.4705708333333333
13,0.0,closed,0,fci,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,closed,0,cdnod_true,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,0.0,closed,0,cdnod_est,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,1.0,aligned,0,complete,2,0.9411764705882353,8,0,7,18,0.4705708333333333
13,1.0,aligned,0,td_pc,2,0.9411764705882353,8,0,7,18,0.4705708333333333
13,1.0,aligned,0,mvpc,5,0.8387096774193549,11,3,7,18,0.4705708333333333
13,1.0,aligned,0,fci,2,0.9411764705882353,8,0,7,18,0.4705708333333333
13,1.0,aligned,0,cdnod_true,2,0.9411764705882353,8,0,7,18,0.4705708333333333
13,1.0,aligned,0,cdnod_est,2,0.9411764705882353,8,0,7,18,0.4705708333333333
13,1.0,closed,0,complete,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,1.0,closed,0,td_pc,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,1.0,closed,0,mvpc,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,1.0,closed,0,fci,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,1.0,closed,0,cdnod_true,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,1.0,closed,0,cdnod_est,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,2.0,aligned,0,complete,2,0.9411764705882353,8,0,12,18,0.4705708333333333
13,2.0,aligned,0,td_pc,3,0.9090909090909091,9,1,12,18,0.4705708333333333
13,2.0,aligned,0,mvpc,3,0.9090909090909091,9,1,12,18,0.4705708333333333
13,2.0,aligned,0,fci,3,0.9090909090909091,9,1,12,18,0.4705708333333333
13,2.0,aligned,0,cdnod_true,3,0.9090909090909091,9,1,12,18,0.4705708333333333
13,2.0,aligned,0,cdnod_est,3,0.9090909090909091,9,1,12,18,0.4705708333333333
13,2.0,closed,0,complete,2,0.9411764705882353,8,0,0,18,0.4705708333333333
13,2.0,closed,0,td_pc,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,2.0,closed,0,mvpc,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,2.0,closed,0,fci,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,2.0,closed,0,cdnod_true,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,2.0,closed,0,cdnod_est,3,0.9090909090909091,9,1,0,18,0.4705708333333333
13,1.0,aligned,1,complete,2,0.9411764705882353,8,0,6,18,0.4943666666666667
13,1.0,aligned,1,td_pc,2,0.9411764705882353,8,0,6,18,0.4943666666666667
13,1.0,aligned,1,mvpc,6,0.8,12,4,6,18,0.4943666666666667
13,1.0,aligned,1,fci,2,0.9411764705882353,8,0,6,18,0.4943666666666667
13,1.0,aligned,1,cdnod_true,2,0.9411764705882353,8,0,6,18,0.4943666666666667
13,1.0,aligned,1,cdnod_est,2,0.9411764705882353,8,0,6,18,0.4943666666666667
13,1.0,closed,1,complete,2,0.9411764705882353,8,0,0,18,0.49447083333333336
13,1.0,closed,1,td_pc,2,0.9411764705882353,8,0,0,18,0.49447083333333336
13,1.0,closed,1,mvpc,5,0.8387096774193549,11,3,0,18,0.49447083333333336
13,1.0,closed,1,fci,2,0.9411764705882353,8,0,0,18,0.49447083333333336
13,1.0,closed,1,cdnod_true,2,0.9411764705882353,8,0,0,18,0.49447083333333336
13,1.0,closed,1,cdnod_est,2,0.9411764705882353,8,0,0,18,0.49447083333333336
