rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
11,0.0,aligned,0,complete,0,1.0,5,0,0,18,0.4705416666666667
11,0.0,aligned,0,td_pc,3,0.9142857142857143,8,3,0,18,0.4705416666666667
11,0.0,aligned,0,mvpc,7,0.7741935483870968,12,7,0,18,0.4705416666666667
11,0.0,aligned,0,fci,3,0.9142857142857143,8,3,0,18,0.4705416666666667
11,0.0,aligned,0,cdnod_true,3,0.9142857142857143,8,3,0,18,0.4705416666666667
11,0.0,aligned,0,cdnod_est,3,0.9142857142857143,8,3,0,18,0.4705416666666667
11,0.0,closed,0,complete,0,1.0,5,0,0,18,0.4705416666666667
11,0.0,closed,0,td_pc,4,0.875,9,4,0,18,0.4705416666666667
11,0.0,closed,0,mvpc,6,0.8,11,6,0,18,0.4705416666666667
11,0.0,closed,0,fci,4,0.875,9,4,0,18,0.4705416666666667
11,0.0,closed,0,cdnod_true,4,0.875,9,4,0,18,0.4705416666666667
11,0.0,closed,0,cdnod_est,4,0.875,9,4,0,18,0.4705416666666667
11,1.0,aligned,0,complete,0,1.0,5,0,6,18,0.4705416666666667
11,1.0,aligned,0,td_pc,2,0.9411764705882353,7,2,6,18,0.4705416666666667
11,1.0,aligned,0,mvpc,6,0.8,11,6,6,18,0.4705416666666667
11,1.0,aligned,0,fci,2,0.9411764705882353,7,2,6,18,0.4705416666666667
11,1.0,aligned,0,cdnod_true,2,0.9411764705882353,7,2,6,18,0.4705416666666667
11,1.0,aligned,0,cdnod_est,2,0.9411764705882353,7,2,6,18,0.4705416666666667
11,1.0,closed,0,complete,0,1.0,5,0,0,18,0.4705416666666667
11,1.0,closed,0,td_pc,4,0.8888888888888888,9,4,0,18,0.4705416666666667
11,1.0,closed,0,mvpc,8,0.7333333333333333,13,8,0,18,0.4705416666666667
11,1.0,closed,0,fci,3,0.9142857142857143,8,3,0,18,0.4705416666666667
11,1.0,closed,0,cdnod_true,4,0.8888888888888888,9,4,0,18,0.4705416666666667
11,1.0,closed,0,cdnod_est,4,0.8888888888888888,9,4,0,18,0.4705416666666667
11,2.0,aligned,0,complete,0,1.0,5,0,11,18,0.4705416666666667
11,2.0,aligned,0,td_pc,5,0.8571428571428571,10,5,11,18,0.4705416666666667
11,2.0,aligned,0,mvpc,9,0.7096774193548387,14,9,11,18,0.4705416666666667
11,2.0,aligned,0,fci,3,0.9090909090909091,8,3,11,18,0.4705416666666667
11,2.0,aligned,0,cdnod_true,5,0.8571428571428571,10,5,11,18,0.4705416666666667
11,2.0,aligned,0,cdnod_est,5,0.8571428571428571,10,5,11,18,0.4705416666666667
11,2.0,closed,0,complete,0,1.0,5,0,0,18,0.4705416666666667
11,2.0,closed,0,td_pc,4,0.875,9,4,0,18,0.4705416666666667
11,2.0,closed,0,mvpc,6,0.8,11,6,0,18,0.4705416666666667
11,2.0,closed,0,fci,4,0.875,9,4,0,18,0.4705416666666667
11,2.0,closed,0,cdnod_true,4,0.875,9,4,0,18,0.4705416666666667
11,2.0,closed,0,cdnod_est,4,0.875,9,4,0,18,0.4705416666666667
11,1.0,aligned,1,complete,0,1.0,5,0,4,18,0.4942708333333333
11,1.0,aligned,1,td_pc,4,0.8823529411764706,9,4,4,18,0.4942708333333333
11,1.0,aligned,1,mvpc,7,0.7741935483870968,12,7,4,18,0.4942708333333333
11,1.0,aligned,1,fci,4,0.8823529411764706,9,4,4,18,0.4942708333333333
11,1.0,aligned,1,cdnod_true,4,0.8823529411764706,9,4,4,18,0.4942708333333333
11,1.0,aligned,1,cdnod_est,4,0.8823529411764706,9,4,4,18,0.4942708333333333
11,1.0,closed,1,complete,0,1.0,5,0,0,18,0.49445
11,1.0,closed,1,td_pc,6,0.8235294117647058,11,6,0,18,0.49445
11,1.0,closed,1,mvpc,8,0.7333333333333333,13,8,0,18,0.49445
11,1.0,closed,1,fci,6,0.8235294117647058,11,6,0,18,0.49445
11,1.0,closed,1,cdnod_true,6,0.8235294117647058,11,6,0,18,0.49445
11,1.0,closed,1,cdnod_est,6,0.8235294117647058,11,6,0,18,0.49445
