rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
12,0.0,aligned,0,complete,1,0.9714285714285714,4,0,0,18,0.4714125
12,0.0,aligned,0,td_pc,2,0.9411764705882353,5,1,0,18,0.4714125
12,0.0,aligned,0,mvpc,5,0.8387096774193549,8,4,0,18,0.4714125
12,0.0,aligned,0,fci,3,0.9090909090909091,6,2,0,18,0.4714125
12,0.0,aligned,0,cdnod_true,2,0.9411764705882353,5,1,0,18,0.4714125
12,0.0,aligned,0,cdnod_est,2,0.9411764705882353,5,1,0,18,0.4714125
12,0.0,closed,0,complete,1,0.9714285714285714,4,0,0,18,0.4714125
12,0.0,closed,0,td_pc,3,0.9142857142857143,6,2,0,18,0.4714125
12,0.0,closed,0,mvpc,3,0.9090909090909091,6,2,0,18,0.4714125
12,0.0,closed,0,fci,3,0.9090909090909091,6,2,0,18,0.4714125
12,0.0,closed,0,cdnod_true,3,0.9142857142857143,6,2,0,18,0.4714125
12,0.0,closed,0,cdnod_est,3,0.9142857142857143,6,2,0,18,0.4714125
12,1.0,aligned,0,complete,1,0.9714285714285714,4,0,9,18,0.4714125
12,1.0,aligned,0,td_pc,2,0.9411764705882353,5,1,9,18,0.4714125
12,1.0,aligned,0,mvpc,4,0.875,7,3,9,18,0.4714125
12,1.0,aligned,0,fci,3,0.9090909090909091,6,2,9,18,0.4714125
12,1.0,aligned,0,cdnod_true,2,0.9411764705882353,5,1,9,18,0.4714125
12,1.0,aligned,0,cdnod_est,2,0.9411764705882353,5,1,9,18,0.4714125
12,1.0,closed,0,complete,1,0.9714285714285714,4,0,0,18,0.4714125
12,1.0,closed,0,td_pc,4,0.8823529411764706,7,3,0,18,0.4714125
12,1.0,closed,0,mvpc,5,0.8484848484848485,8,4,0,18,0.4714125
12,1.0,closed,0,fci,4,0.8823529411764706,7,3,0,18,0.4714125
12,1.0,closed,0,cdnod_true,4,0.8823529411764706,7,3,0,18,0.4714125
12,1.0,closed,0,cdnod_est,4,0.8823529411764706,7,3,0,18,0.4714125
12,2.0,aligned,0,complete,2,0.9444444444444444,3,0,11,18,0.4714125
12,2.0,aligned,0,td_pc,2,0.9411764705882353,5,0,11,18,0.4714125
12,2.0,aligned,0,mvpc,4,0.875,7,2,11,18,0.4714125
12,2.0,aligned,0,fci,3,0.9090909090909091,6,1,11,18,0.4714125
12,2.0,aligned,0,cdnod_true,2,0.9411764705882353,5,0,11,18,0.4714125
12,2.0,aligned,0,cdnod_est,2,0.9411764705882353,5,0,11,18,0.4714125
12,2.0,closed,0,complete,2,0.9444444444444444,3,0,0,18,0.4714125
12,2.0,closed,0,td_pc,4,0.8823529411764706,7,2,0,18,0.4714125
12,2.0,closed,0,mvpc,4,0.8823529411764706,7,2,0,18,0.4714125
12,2.0,closed,0,fci,3,0.9090909090909091,6,1,0,18,0.4714125
12,2.0,closed,0,cdnod_true,4,0.8823529411764706,7,2,0,18,0.4714125
12,2.0,closed,0,cdnod_est,4,0.8823529411764706,7,2,0,18,0.4714125
12,1.0,aligned,1,complete,1,0.9714285714285714,4,0,9,18,0.49559166666666665
12,1.0,aligned,1,td_pc,4,0.8823529411764706,7,3,9,18,0.49559166666666665
12,1.0,aligned,1,mvpc,4,0.8823529411764706,7,3,9,18,0.49559166666666665
12,1.0,aligned,1,fci,3,0.9090909090909091,6,2,9,18,0.49559166666666665
12,1.0,aligned,1,cdnod_true,4,0.8823529411764706,7,3,9,18,0.49559166666666665
12,1.0,aligned,1,cdnod_est,4,0.8823529411764706,7,3,9,18,0.49559166666666665
12,1.0,closed,1,complete,1,0.9714285714285714,4,0,1,18,0.4948375
12,1.0,closed,1,td_pc,3,0.9142857142857143,6,2,1,18,0.4948375
12,1.0,closed,1,mvpc,3,0.9090909090909091,6,2,1,18,0.4948375
12,1.0,closed,1,fci,3,0.9090909090909091,6,2,1,18,0.4948375
12,1.0,closed,1,cdnod_true,3,0.9142857142857143,6,2,1,18,0.4948375
12,1.0,closed,1,cdnod_est,3,0.9142857142857143,6,2,1,18,0.4948375
