rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
15,0.0,aligned,0,complete,6,0.8333333333333334,12,0,0,18,0.46947083333333334
15,0.0,aligned,0,td_pc,4,0.8823529411764706,10,-2,0,18,0.46947083333333334
15,0.0,aligned,0,mvpc,4,0.8823529411764706,10,-2,0,18,0.46947083333333334
15,0.0,aligned,0,fci,5,0.8484848484848485,11,-1,0,18,0.46947083333333334
15,0.0,aligned,0,cdnod_true,4,0.8823529411764706,10,-2,0,18,0.46947083333333334
15,0.0,aligned,0,cdnod_est,4,0.8823529411764706,10,-2,0,18,0.46947083333333334
15,0.0,closed,0,complete,6,0.8333333333333334,12,0,0,18,0.46947083333333334
15,0.0,closed,0,td_pc,7,0.7741935483870968,13,1,0,18,0.46947083333333334
15,0.0,closed,0,mvpc,7,0.7741935483870968,13,1,0,18,0.46947083333333334
15,0.0,closed,0,fci,7,0.7741935483870968,13,1,0,18,0.46947083333333334
15,0.0,closed,0,cdnod_true,7,0.7741935483870968,13,1,0,18,0.46947083333333334
15,0.0,closed,0,cdnod_est,7,0.7741935483870968,13,1,0,18,0.46947083333333334
15,1.0,aligned,0,complete,7,0.8,13,0,3,18,0.46947083333333334
15,1.0,aligned,0,td_pc,4,0.8823529411764706,10,-3,3,18,0.46947083333333334
15,1.0,aligned,0,mvpc,4,0.8823529411764706,10,-3,3,18,0.46947083333333334
15,1.0,aligned,0,fci,5,0.8484848484848485,11,-2,3,18,0.46947083333333334
15,1.0,aligned,0,cdnod_true,4,0.8823529411764706,10,-3,3,18,0.46947083333333334
15,1.0,aligned,0,cdnod_est,4,0.8823529411764706,10,-3,3,18,0.46947083333333334
15,1.0,closed,0,complete,7,0.8,13,0,0,18,0.46947083333333334
15,1.0,closed,0,td_pc,7,0.8,13,0,0,18,0.46947083333333334
15,1.0,closed,0,mvpc,6,0.8235294117647058,12,-1,0,18,0.46947083333333334
15,1.0,closed,0,fci,6,0.8235294117647058,12,-1,0,18,0.46947083333333334
15,1.0,closed,0,cdnod_true,7,0.8,13,0,0,18,0.46947083333333334
15,1.0,closed,0,cdnod_est,7,0.8,13,0,0,18,0.46947083333333334
15,2.0,aligned,0,complete,5,0.8571428571428571,11,0,10,18,0.46947083333333334
15,2.0,aligned,0,td_pc,7,0.7878787878787878,13,2,10,18,0.46947083333333334
15,2.0,aligned,0,mvpc,7,0.7878787878787878,13,2,10,18,0.46947083333333334
15,2.0,aligned,0,fci,7,0.7878787878787878,13,2,10,18,0.46947083333333334
15,2.0,aligned,0,cdnod_true,7,0.7878787878787878,13,2,10,18,0.46947083333333334
15,2.0,aligned,0,cdnod_est,7,0.7878787878787878,13,2,10,18,0.46947083333333334
15,2.0,closed,0,complete,5,0.8571428571428571,11,0,0,18,0.46947083333333334
15,2.0,closed,0,td_pc,4,0.8823529411764706,10,-1,0,18,0.46947083333333334
15,2.0,closed,0,mvpc,4,0.875,10,-1,0,18,0.46947083333333334
15,2.0,closed,0,fci,4,0.875,10,-1,0,18,0.46947083333333334
15,2.0,closed,0,cdnod_true,4,0.8823529411764706,10,-1,0,18,0.46947083333333334
15,2.0,closed,0,cdnod_est,4,0.8823529411764706,10,-1,0,18,0.46947083333333334
15,1.0,aligned,1,complete,7,0.8,13,0,2,18,0.49332916666666665
15,1.0,aligned,1,td_pc,4,0.8823529411764706,10,-3,2,18,0.49332916666666665
15,1.0,aligned,1,mvpc,4,0.8823529411764706,10,-3,2,18,0.49332916666666665
15,1.0,aligned,1,fci,5,0.8484848484848485,11,-2,2,18,0.49332916666666665
15,1.0,aligned,1,cdnod_true,4,0.8823529411764706,10,-3,2,18,0.49332916666666665
15,1.0,aligned,1,cdnod_est,4,0.8823529411764706,10,-3,2,18,0.49332916666666665
15,1.0,closed,1,complete,7,0.8,13,0,0,18,0.49359166666666665
15,1.0,closed,1,td_pc,4,0.875,10,-3,0,18,0.49359166666666665
15,1.0,closed,1,mvpc,4,0.875,10,-3,0,18,0.49359166666666665
15,1.0,closed,1,fci,6,0.8,12,-1,0,18,0.49359166666666665
15,1.0,closed,1,cdnod_true,4,0.875,10,-3,0,18,0.49359166666666665
15,1.0,closed,1,cdnod_est,4,0.875,10,-3,0,18,0.49359166666666665
