rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
17,0.0,aligned,0,complete,1,0.9714285714285714,5,0,0,18,0.4690875
17,0.0,aligned,0,td_pc,4,0.8823529411764706,8,3,0,18,0.4690875
17,0.0,aligned,0,mvpc,4,0.875,8,3,0,18,0.4690875
17,0.0,aligned,0,fci,4,0.875,8,3,0,18,0.4690875
17,0.0,aligned,0,cdnod_true,4,0.8823529411764706,8,3,0,18,0.4690875
17,0.0,aligned,0,cdnod_est,4,0.8823529411764706,8,3,0,18,0.4690875
17,0.0,closed,0,complete,1,0.9714285714285714,5,0,0,18,0.4690875
17,0.0,closed,0,td_pc,4,0.875,8,3,0,18,0.4690875
17,0.0,closed,0,mvpc,4,0.875,8,3,0,18,0.4690875
17,0.0,closed,0,fci,5,0.8387096774193549,9,4,0,18,0.4690875
17,0.0,closed,0,cdnod_true,4,0.875,8,3,0,18,0.4690875
17,0.0,closed,0,cdnod_est,4,0.875,8,3,0,18,0.4690875
17,1.0,aligned,0,complete,1,0.9714285714285714,5,0,9,18,0.4690875
17,1.0,aligned,0,td_pc,4,0.8823529411764706,8,3,9,18,0.4690875
17,1.0,aligned,0,mvpc,4,0.875,8,3,9,18,0.4690875
17,1.0,aligned,0,fci,4,0.875,8,3,9,18,0.4690875
17,1.0,aligned,0,cdnod_true,4,0.8823529411764706,8,3,9,18,0.4690875
17,1.0,aligned,0,cdnod_est,4,0.8823529411764706,8,3,9,18,0.4690875
17,1.0,closed,0,complete,1,0.9714285714285714,5,0,0,18,0.4690875
17,1.0,closed,0,td_pc,5,0.8387096774193549,9,4,0,18,0.4690875
17,1.0,closed,0,mvpc,5,0.8387096774193549,9,4,0,18,0.4690875
17,1.0,closed,0,fci,5,0.8387096774193549,9,4,0,18,0.4690875
17,1.0,closed,0,cdnod_true,5,0.8387096774193549,9,4,0,18,0.4690875
17,1.0,closed,0,cdnod_est,5,0.8387096774193549,9,4,0,18,0.4690875
17,2.0,aligned,0,complete,2,0.9411764705882353,6,0,11,18,0.4690875
17,2.0,aligned,0,td_pc,4,0.8823529411764706,8,2,11,18,0.4690875
17,2.0,aligned,0,mvpc,5,0.8484848484848485,9,3,11,18,0.4690875
17,2.0,aligned,0,fci,5,0.8484848484848485,9,3,11,18,0.4690875
17,2.0,aligned,0,cdnod_true,4,0.8823529411764706,8,2,11,18,0.4690875
17,2.0,aligned,0,cdnod_est,4,0.8823529411764706,8,2,11,18,0.4690875
17,2.0,closed,0,complete,2,0.9411764705882353,6,0,0,18,0.4690875
17,2.0,closed,0,td_pc,7,0.7878787878787878,11,5,0,18,0.4690875
17,2.0,closed,0,mvpc,6,0.8125,10,4,0,18,0.4690875
17,2.0,closed,0,fci,6,0.8125,10,4,0,18,0.4690875
17,2.0,closed,0,cdnod_true,7,0.7878787878787878,11,5,0,18,0.4690875
17,2.0,closed,0,cdnod_est,7,0.7878787878787878,11,5,0,18,0.4690875
17,1.0,aligned,1,complete,1,0.9714285714285714,5,0,9,18,0.49361666666666665
17,1.0,aligned,1,td_pc,4,0.8823529411764706,8,3,9,18,0.49361666666666665
17,1.0,aligned,1,mvpc,4,0.875,8,3,9,18,0.49361666666666665
17,1.0,aligned,1,fci,4,0.875,8,3,9,18,0.49361666666666665
17,1.0,aligned,1,cdnod_true,4,0.8823529411764706,8,3,9,18,0.49361666666666665
17,1.0,aligned,1,cdnod_est,4,0.8823529411764706,8,3,9,18,0.49361666666666665
17,1.0,closed,1,complete,1,0.9714285714285714,5,0,0,18,0.49315
17,1.0,closed,1,td_pc,5,0.8484848484848485,9,4,0,18,0.49315
17,1.0,closed,1,mvpc,5,0.8387096774193549,9,4,0,18,0.49315
17,1.0,closed,1,fci,4,0.875,8,3,0,18,0.49315
17,1.0,closed,1,cdnod_true,5,0.8484848484848485,9,4,0,18,0.49315
17,1.0,closed,1,cdnod_est,5,0.8484848484848485,9,4,0,18,0.49315
