rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
14,0.0,aligned,0,complete,0,1.0,4,0,0,18,0.4711166666666667
14,0.0,aligned,0,td_pc,4,0.875,8,4,0,18,0.4711166666666667
14,0.0,aligned,0,mvpc,4,0.875,8,4,0,18,0.4711166666666667
14,0.0,aligned,0,fci,4,0.875,8,4,0,18,0.4711166666666667
14,0.0,aligned,0,cdnod_true,4,0.875,8,4,0,18,0.4711166666666667
14,0.0,aligned,0,cdnod_est,4,0.875,8,4,0,18,0.4711166666666667
14,0.0,closed,0,complete,0,1.0,4,0,0,18,0.4711166666666667
14,0.0,closed,0,td_pc,3,0.9090909090909091,7,3,0,18,0.4711166666666667
14,0.0,closed,0,mvpc,3,0.9090909090909091,7,3,0,18,0.4711166666666667
14,0.0,closed,0,fci,3,0.9090909090909091,7,3,0,18,0.4711166666666667
14,0.0,closed,0,cdnod_true,3,0.9090909090909091,7,3,0,18,0.4711166666666667
14,0.0,closed,0,cdnod_est,3,0.9090909090909091,7,3,0,18,0.4711166666666667
14,1.0,aligned,0,complete,1,0.9714285714285714,5,0,9,18,0.4711166666666667
14,1.0,aligned,0,td_pc,4,0.875,8,3,9,18,0.4711166666666667
14,1.0,aligned,0,mvpc,4,0.875,8,3,9,18,0.4711166666666667
14,1.0,aligned,0,fci,4,0.875,8,3,9,18,0.4711166666666667
14,1.0,aligned,0,cdnod_true,4,0.875,8,3,9,18,0.4711166666666667
14,1.0,aligned,0,cdnod_est,4,0.875,8,3,9,18,0.4711166666666667
14,1.0,closed,0,complete,1,0.9714285714285714,5,0,0,18,0.4711166666666667
14,1.0,closed,0,td_pc,2,0.9411764705882353,6,1,0,18,0.4711166666666667
14,1.0,closed,0,mvpc,3,0.9090909090909091,7,2,0,18,0.4711166666666667
14,1.0,closed,0,fci,2,0.9411764705882353,6,1,0,18,0.4711166666666667
14,1.0,closed,0,cdnod_true,2,0.9411764705882353,6,1,0,18,0.4711166666666667
14,1.0,closed,0,cdnod_est,2,0.9411764705882353,6,1,0,18,0.4711166666666667
14,2.0,aligned,0,complete,2,0.9411764705882353,6,0,12,18,0.4711166666666667
14,2.0,aligned,0,td_pc,5,0.8387096774193549,9,3,12,18,0.4711166666666667
14,2.0,aligned,0,mvpc,5,0.8387096774193549,9,3,12,18,0.4711166666666667
14,2.0,aligned,0,fci,5,0.8387096774193549,9,3,12,18,0.4711166666666667
14,2.0,aligned,0,cdnod_true,5,0.8387096774193549,9,3,12,18,0.4711166666666667
14,2.0,aligned,0,cdnod_est,5,0.8387096774193549,9,3,12,18,0.4711166666666667
14,2.0,closed,0,complete,2,0.9411764705882353,6,0,0,18,0.4711166666666667
14,2.0,closed,0,td_pc,4,0.875,8,2,0,18,0.4711166666666667
14,2.0,closed,0,mvpc,5,0.8387096774193549,9,3,0,18,0.4711166666666667
14,2.0,closed,0,fci,4,0.875,8,2,0,18,0.4711166666666667
14,2.0,closed,0,cdnod_true,4,0.875,8,2,0,18,0.4711166666666667
14,2.0,closed,0,cdnod_est,4,0.875,8,2,0,18,0.4711166666666667
14,1.0,aligned,1,complete,1,0.9714285714285714,5,0,7,18,0.4952
14,1.0,aligned,1,td_pc,4,0.875,8,3,7,18,0.4952
14,1.0,aligned,1,mvpc,4,0.875,8,3,7,18,0.4952
14,1.0,aligned,1,fci,4,0.875,8,3,7,18,0.4952
14,1.0,aligned,1,cdnod_true,4,0.875,8,3,7,18,0.4952
14,1.0,aligned,1,cdnod_est,4,0.875,8,3,7,18,0.4952
14,1.0,closed,1,complete,1,0.9714285714285714,5,0,0,18,0.49469166666666664
14,1.0,closed,1,td_pc,5,0.8387096774193549,9,4,0,18,0.49469166666666664
14,1.0,closed,1,mvpc,5,0.8387096774193549,9,4,0,18,0.49469166666666664
14,1.0,closed,1,fci,5,0.8387096774193549,9,4,0,18,0.49469166666666664
14,1.0,closed,1,cdnod_true,5,0.8387096774193549,9,4,0,18,0.49469166666666664
14,1.0,closed,1,cdnod_est,5,0.8387096774193549,9,4,0,18,0.49469166666666664
