rep,gamma,alignment,selfmask,arm,shd_a,f1_a,shd_b,excess,spurious,n_true_edges,miss_rate
18,0.0,aligned,0,complete,2,0.9444444444444444,8,0,0,18,0.4700666666666667
18,0.0,aligned,0,td_pc,4,0.8888888888888888,10,2,0,18,0.4700666666666667
18,0.0,aligned,0,mvpc,5,0.8387096774193549,11,3,0,18,0.4700666666666667
18,0.0,aligned,0,fci,4,0.875,10,2,0,18,0.4700666666666667
18,0.0,aligned,0,cdnod_true,4,0.8888888888888888,10,2,0,18,0.4700666666666667
18,0.0,aligned,0,cdnod_est,4,0.8888888888888888,10,2,0,18,0.4700666666666667
18,0.0,closed,0,complete,2,0.9444444444444444,8,0,0,18,0.4700666666666667
18,0.0,closed,0,td_pc,3,0.9142857142857143,9,1,0,18,0.4700666666666667
18,0.0,closed,0,mvpc,5,0.8387096774193549,11,3,0,18,0.4700666666666667
18,0.0,closed,0,fci,3,0.9090909090909091,9,1,0,18,0.4700666666666667
18,0.0,closed,0,cdnod_true,3,0.9142857142857143,9,1,0,18,0.4700666666666667
18,0.0,closed,0,cdnod_est,3,0.9142857142857143,9,1,0,18,0.4700666666666667
18,1.0,aligned,0,complete,2,0.9444444444444444,8,0,6,18,0.4700666666666667
18,1.0,aligned,0,td_pc,4,0.8888888888888888,10,2,6,18,0.4700666666666667
18,1.0,aligned,0,mvpc,6,0.8,12,4,6,18,0.4700666666666667
18,1.0,aligned,0,fci,4,0.875,10,2,6,18,0.4700666666666667
18,1.0,aligned,0,cdnod_true,4,0.8888888888888888,10,2,6,18,0.4700666666666667
18,1.0,aligned,0,cdnod_est,4,0.8888888888888888,10,2,6,18,0.4700666666666667
18,1.0,closed,0,complete,2,0.9444444444444444,8,0,1,18,0.4700666666666667
18,1.0,closed,0,td_pc,3,0.9142857142857143,9,1,1,18,0.4700666666666667
18,1.0,closed,0,mvpc,5,0.8387096774193549,11,3,1,18,0.4700666666666667
18,1.0,closed,0,fci,5,0.8484848484848485,11,3,1,18,0.4700666666666667
18,1.0,closed,0,cdnod_true,3,0.9142857142857143,9,1,1,18,0.4700666666666667
18,1.0,closed,0,cdnod_est,3,0.9142857142857143,9,1,1,18,0.4700666666666667
18,2.0,aligned,0,complete,2,0.9444444444444444,8,0,12,18,0.4700666666666667
18,2.0,aligned,0,td_pc,4,0.8888888888888888,10,2,12,18,0.4700666666666667
18,2.0,aligned,0,mvpc,6,0.8,12,4,12,18,0.4700666666666667
18,2.0,aligned,0,fci,4,0.875,10,2,12,18,0.4700666666666667
18,2.0,aligned,0,cdnod_true,4,0.8888888888888888,10,2,12,18,0.4700666666666667
18,2.0,aligned,0,cdnod_est,4,0.8888888888888888,10,2,12,18,0.4700666666666667
18,2.0,closed,0,complete,2,0.9444444444444444,8,0,0,18,0.4700666666666667
18,2.0,closed,0,td_pc,3,0.9142857142857143,9,1,0,18,0.4700666666666667
18,2.0,closed,0,mvpc,5,0.8387096774193549,11,3,0,18,0.4700666666666667
18,2.0,closed,0,fci,4,0.875,10,2,0,18,0.4700666666666667
18,2.0,closed,0,cdnod_true,3,0.9142857142857143,9,1,0,18,0.4700666666666667
18,2.0,closed,0,cdnod_est,3,0.9142857142857143,9,1,0,18,0.4700666666666667
18,1.0,aligned,1,complete,2,0.9444444444444444,8,0,5,18,0.49380416666666666
18,1.0,aligned,1,td_pc,4,0.8888888888888888,10,2,5,18,0.49380416666666666
18,1.0,aligned,1,mvpc,6,0.8,12,4,5,18,0.49380416666666666
18,1.0,aligned,1,fci,4,0.875,10,2,5,18,0.49380416666666666
18,1.0,aligned,1,cdnod_true,4,0.8888888888888888,10,2,5,18,0.49380416666666666
18,1.0,aligned,1,cdnod_est,4,0.8888888888888888,10,2,5,18,0.49380416666666666
18,1.0,closed,1,complete,2,0.9444444444444444,8,0,0,18,0.49380833333333335
18,1.0,closed,1,td_pc,4,0.8888888888888888,10,2,0,18,0.49380833333333335
18,1.0,closed,1,mvpc,5,0.8387096774193549,11,3,0,18,0.49380833333333335
18,1.0,closed,1,fci,4,0.875,10,2,0,18,0.49380833333333335
18,1.0,closed,1,cdnod_true,4,0.8888888888888888,10,2,0,18,0.49380833333333335
18,1.0,closed,1,cdnod_est,4,0.8888888888888888,10,2,0,18,0.49380833333333335
