rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
16,0.0,aligned,300,0.01,0.9333333333333333,0.97
16,0.0,closed,300,0.01,0.9433333333333334,0.9733333333333334
16,1.0,aligned,300,0.01,0.9333333333333333,0.97
16,1.0,closed,300,0.01,0.94,0.9733333333333334
16,2.0,aligned,300,0.01,0.92,0.9533333333333334
16,2.0,closed,300,0.01,0.9433333333333334,0.95
