rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
9,0.0,aligned,300,0.01,0.9733333333333334,0.98
9,0.0,closed,300,0.01,0.9733333333333334,0.9833333333333333
9,1.0,aligned,300,0.01,0.9333333333333333,0.9366666666666666
9,1.0,closed,300,0.01,0.9766666666666667,0.9833333333333333
9,2.0,aligned,300,0.01,0.9366666666666666,0.9333333333333333
9,2.0,closed,300,0.01,0.9066666666666666,0.9233333333333333
