rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
8,0.0,aligned,300,0.01,0.9133333333333333,0.9666666666666667
8,0.0,closed,300,0.01,0.9133333333333333,0.9666666666666667
8,1.0,aligned,300,0.01,0.91,0.9633333333333334
8,1.0,closed,300,0.01,0.9033333333333333,0.9533333333333334
8,2.0,aligned,300,0.01,0.9033333333333333,0.96
8,2.0,closed,300,0.01,0.9366666666666666,0.98
