rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
15,0.0,aligned,300,0.01,0.9266666666666666,0.95
15,0.0,closed,300,0.01,0.9233333333333333,0.9233333333333333
15,1.0,aligned,300,0.01,0.9433333333333334,0.9433333333333334
15,1.0,closed,300,0.01,0.91,0.9466666666666667
15,2.0,aligned,300,0.01,0.9166666666666666,0.93
15,2.0,closed,300,0.01,0.89,0.8833333333333333
