rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
3,0.0,aligned,300,0.01,0.9666666666666667,0.97
3,0.0,closed,300,0.01,0.9566666666666667,0.9766666666666667
3,1.0,aligned,300,0.01,0.96,0.97
3,1.0,closed,300,0.01,0.95,0.96
3,2.0,aligned,300,0.01,0.8833333333333333,0.9033333333333333
3,2.0,closed,300,0.01,0.8733333333333333,0.8866666666666667
