rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
10,0.0,aligned,300,0.01,0.95,0.9633333333333334
10,0.0,closed,300,0.01,0.9433333333333334,0.9566666666666667
10,1.0,aligned,300,0.01,0.96,0.9733333333333334
10,1.0,closed,300,0.01,0.9433333333333334,0.9766666666666667
10,2.0,aligned,300,0.01,0.9566666666666667,0.9733333333333334
10,2.0,closed,300,0.01,0.9533333333333334,0.9666666666666667
