rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
1,0.0,aligned,300,0.01,0.9266666666666666,0.9766666666666667
1,0.0,closed,300,0.01,0.9233333333333333,0.97
1,1.0,aligned,300,0.01,0.9233333333333333,0.9833333333333333
1,1.0,closed,300,0.01,0.93,0.9733333333333334
1,2.0,aligned,300,0.01,0.9033333333333333,0.9433333333333334
1,2.0,closed,300,0.01,0.9133333333333333,0.94
