rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
18,0.0,aligned,300,0.01,0.9233333333333333,0.94
18,0.0,closed,300,0.01,0.9533333333333334,0.9566666666666667
18,1.0,aligned,300,0.01,0.93,0.95
18,1.0,closed,300,0.01,0.9533333333333334,0.96
18,2.0,aligned,300,0.01,0.9166666666666666,0.9366666666666666
18,2.0,closed,300,0.01,0.9266666666666666,0.93
