rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
11,0.0,aligned,300,0.01,0.9133333333333333,0.92
11,0.0,closed,300,0.01,0.9,0.9266666666666666
11,1.0,aligned,300,0.01,0.9133333333333333,0.93
11,1.0,closed,300,0.01,0.8866666666666667,0.93
11,2.0,aligned,300,0.01,0.9166666666666666,0.9366666666666666
11,2.0,closed,300,0.01,0.8933333333333333,0.9333333333333333
