rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
2,0.0,aligned,300,0.01,0.94,0.96
2,0.0,closed,300,0.01,0.95,0.97
2,1.0,aligned,300,0.01,0.9433333333333334,0.96
2,1.0,closed,300,0.01,0.9266666666666666,0.9433333333333334
2,2.0,aligned,300,0.01,0.9233333333333333,0.9366666666666666
2,2.0,closed,300,0.01,0.91,0.9333333333333333
