rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
5,0.0,aligned,300,0.01,0.9366666666666666,0.98
5,0.0,closed,300,0.01,0.93,0.9766666666666667
5,1.0,aligned,300,0.01,0.9266666666666666,0.9866666666666667
5,1.0,closed,300,0.01,0.9166666666666666,0.98
5,2.0,aligned,300,0.01,0.9,0.9666666666666667
5,2.0,closed,300,0.01,0.9066666666666666,0.9666666666666667
