rep,gamma,alignment,n_triples,alpha,agree_cond,agree_all
7,0.0,aligned,300,0.01,0.9333333333333333,0.9733333333333334
7,0.0,closed,300,0.01,0.94,0.9633333333333334
7,1.0,aligned,300,0.01,0.94,0.9766666666666667
7,1.0,closed,300,0.01,0.93,0.9733333333333334
7,2.0,aligned,300,0.01,0.9233333333333333,0.9666666666666667
7,2.0,closed,300,0.01,0.9333333333333333,0.9533333333333334
