rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
4,0.0,0.0,aligned,1,0,1,6,6,1,1.0,0.4715375,0|2|3|5|8|11
4,0.0,0.0,closed,1,0,1,6,6,1,1.0,0.4715375,0|2|3|5|8|11
4,0.0,0.15,aligned,3,0,3,6,6,4,1.0,0.47727916666666664,0|2|3|5|8|11
4,0.0,0.15,closed,3,0,3,6,6,3,1.0,0.4773625,0|2|3|5|8|11
4,0.0,0.3,aligned,3,0,3,6,6,5,1.0,0.48275833333333334,0|2|3|5|8|11
4,0.0,0.3,closed,2,0,2,6,6,5,0.8,0.48304166666666665,0|2|3|5|8|11
4,0.0,0.6,aligned,5,0,5,6,6,9,0.8888888888888888,0.4939,0|2|3|5|8|11
4,0.0,0.6,closed,5,0,5,6,6,9,0.8888888888888888,0.49449583333333336,0|2|3|5|8|11
4,1.0,0.0,aligned,5,0,5,6,6,5,1.0,0.4715375,0|2|3|5|8|11
4,1.0,0.0,closed,0,0,0,6,6,0,nan,0.4715375,0|2|3|5|8|11
4,1.0,0.15,aligned,5,1,4,6,6,6,1.0,0.47739583333333335,0|2|3|5|8|11
4,1.0,0.15,closed,2,0,2,6,6,3,1.0,0.4773125,0|2|3|5|8|11
4,1.0,0.3,aligned,4,0,4,6,6,7,1.0,0.482975,0|2|3|5|8|11
4,1.0,0.3,closed,3,0,3,6,6,4,1.0,0.4827208333333333,0|2|3|5|8|11
4,1.0,0.6,aligned,5,0,5,6,6,10,0.9,0.49420416666666667,0|2|3|5|8|11
4,1.0,0.6,closed,5,0,5,6,6,8,1.0,0.49435416666666665,0|2|3|5|8|11
4,2.0,0.0,aligned,6,2,4,6,6,8,1.0,0.4715375,0|2|3|5|8|11
4,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4715375,0|2|3|5|8|11
4,2.0,0.15,aligned,5,2,3,6,6,8,1.0,0.477325,0|2|3|5|8|11
4,2.0,0.15,closed,6,2,4,6,6,7,1.0,0.47734166666666666,0|2|3|5|8|11
4,2.0,0.3,aligned,6,3,3,6,6,10,1.0,0.4829833333333333,0|2|3|5|8|11
4,2.0,0.3,closed,4,1,3,6,6,6,1.0,0.4829583333333333,0|2|3|5|8|11
4,2.0,0.6,aligned,9,4,5,6,6,15,0.9333333333333333,0.49415416666666667,0|2|3|5|8|11
4,2.0,0.6,closed,8,2,6,6,6,9,1.0,0.4942666666666667,0|2|3|5|8|11
