rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
15,0.0,0.0,aligned,2,0,2,6,6,2,1.0,0.46947083333333334,1|4|5|7|8|10
15,0.0,0.0,closed,1,1,0,6,6,1,1.0,0.46947083333333334,1|4|5|7|8|10
15,0.0,0.15,aligned,5,1,4,6,6,7,1.0,0.4756666666666667,1|4|5|7|8|10
15,0.0,0.15,closed,7,2,5,6,6,10,1.0,0.4757166666666667,1|4|5|7|8|10
15,0.0,0.3,aligned,7,1,6,6,6,12,1.0,0.4820125,1|4|5|7|8|10
15,0.0,0.3,closed,5,0,5,6,6,10,1.0,0.48194583333333335,1|4|5|7|8|10
15,0.0,0.6,aligned,7,1,6,6,6,15,1.0,0.4942375,1|4|5|7|8|10
15,0.0,0.6,closed,7,1,6,6,6,14,1.0,0.4945041666666667,1|4|5|7|8|10
15,1.0,0.0,aligned,5,1,4,6,6,6,1.0,0.46947083333333334,1|4|5|7|8|10
15,1.0,0.0,closed,3,1,2,6,6,3,1.0,0.46947083333333334,1|4|5|7|8|10
15,1.0,0.15,aligned,7,1,6,6,6,11,1.0,0.47562916666666666,1|4|5|7|8|10
15,1.0,0.15,closed,5,1,4,6,6,7,1.0,0.4758375,1|4|5|7|8|10
15,1.0,0.3,aligned,7,1,6,6,6,12,1.0,0.48191666666666666,1|4|5|7|8|10
15,1.0,0.3,closed,6,0,6,6,6,11,1.0,0.4820833333333333,1|4|5|7|8|10
15,1.0,0.6,aligned,7,1,6,6,6,15,1.0,0.49414583333333334,1|4|5|7|8|10
15,1.0,0.6,closed,6,0,6,6,6,12,1.0,0.4942916666666667,1|4|5|7|8|10
15,2.0,0.0,aligned,10,4,6,6,6,13,1.0,0.46947083333333334,1|4|5|7|8|10
15,2.0,0.0,closed,1,0,1,6,6,1,1.0,0.46947083333333334,1|4|5|7|8|10
15,2.0,0.15,aligned,11,5,6,6,6,16,1.0,0.4756666666666667,1|4|5|7|8|10
15,2.0,0.15,closed,6,1,5,6,6,10,1.0,0.4757708333333333,1|4|5|7|8|10
15,2.0,0.3,aligned,11,5,6,6,6,19,1.0,0.4819333333333333,1|4|5|7|8|10
15,2.0,0.3,closed,6,0,6,6,6,10,1.0,0.481925,1|4|5|7|8|10
15,2.0,0.6,aligned,10,4,6,6,6,20,1.0,0.49415416666666667,1|4|5|7|8|10
15,2.0,0.6,closed,7,1,6,6,6,15,1.0,0.49383333333333335,1|4|5|7|8|10
