rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
0,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.47255416666666666,0|3|5|6|8|11
0,0.0,0.0,closed,1,0,1,6,6,1,1.0,0.47255416666666666,0|3|5|6|8|11
0,0.0,0.15,aligned,5,0,5,6,6,6,1.0,0.4783833333333333,0|3|5|6|8|11
0,0.0,0.15,closed,5,0,5,6,6,6,1.0,0.47835,0|3|5|6|8|11
0,0.0,0.3,aligned,5,0,5,6,6,9,1.0,0.4842125,0|3|5|6|8|11
0,0.0,0.3,closed,4,0,4,6,6,7,1.0,0.483975,0|3|5|6|8|11
0,0.0,0.6,aligned,6,0,6,6,6,10,1.0,0.4958458333333333,0|3|5|6|8|11
0,0.0,0.6,closed,7,1,6,6,6,10,1.0,0.495525,0|3|5|6|8|11
0,1.0,0.0,aligned,4,3,1,6,6,4,1.0,0.47255416666666666,0|3|5|6|8|11
0,1.0,0.0,closed,0,0,0,6,6,0,nan,0.47255416666666666,0|3|5|6|8|11
0,1.0,0.15,aligned,8,4,4,6,6,10,1.0,0.4782375,0|3|5|6|8|11
0,1.0,0.15,closed,3,0,3,6,6,4,1.0,0.47836666666666666,0|3|5|6|8|11
0,1.0,0.3,aligned,8,3,5,6,6,13,1.0,0.4839291666666667,0|3|5|6|8|11
0,1.0,0.3,closed,5,0,5,6,6,10,1.0,0.484125,0|3|5|6|8|11
0,1.0,0.6,aligned,9,3,6,6,6,14,1.0,0.4954208333333333,0|3|5|6|8|11
0,1.0,0.6,closed,7,1,6,6,6,13,1.0,0.49559166666666665,0|3|5|6|8|11
0,2.0,0.0,aligned,6,4,2,6,6,7,1.0,0.47255416666666666,0|3|5|6|8|11
0,2.0,0.0,closed,1,0,1,6,6,1,1.0,0.47255416666666666,0|3|5|6|8|11
0,2.0,0.15,aligned,9,4,5,6,6,13,1.0,0.47812083333333333,0|3|5|6|8|11
0,2.0,0.15,closed,4,0,4,6,6,5,1.0,0.47820416666666665,0|3|5|6|8|11
0,2.0,0.3,aligned,9,4,5,6,6,14,1.0,0.4837416666666667,0|3|5|6|8|11
0,2.0,0.3,closed,7,1,6,6,6,12,1.0,0.4842625,0|3|5|6|8|11
0,2.0,0.6,aligned,11,5,6,6,6,17,1.0,0.4949375,0|3|5|6|8|11
0,2.0,0.6,closed,6,0,6,6,6,10,1.0,0.4956875,0|3|5|6|8|11
