rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
16,0.0,0.0,aligned,2,1,1,6,6,2,1.0,0.47197916666666667,2|3|4|5|7|9
16,0.0,0.0,closed,2,2,0,6,6,2,1.0,0.47197916666666667,2|3|4|5|7|9
16,0.0,0.15,aligned,6,1,5,6,6,6,1.0,0.4766208333333333,2|3|4|5|7|9
16,0.0,0.15,closed,5,0,5,6,6,5,1.0,0.47673333333333334,2|3|4|5|7|9
16,0.0,0.3,aligned,5,1,4,6,6,6,1.0,0.4812416666666667,2|3|4|5|7|9
16,0.0,0.3,closed,5,2,3,6,6,7,1.0,0.48159583333333333,2|3|4|5|7|9
16,0.0,0.6,aligned,5,1,4,6,6,9,1.0,0.490775,2|3|4|5|7|9
16,0.0,0.6,closed,5,0,5,6,6,9,1.0,0.490975,2|3|4|5|7|9
16,1.0,0.0,aligned,4,3,1,6,6,4,1.0,0.47197916666666667,2|3|4|5|7|9
16,1.0,0.0,closed,1,0,1,6,6,1,1.0,0.47197916666666667,2|3|4|5|7|9
16,1.0,0.15,aligned,7,2,5,6,6,7,1.0,0.47652916666666667,2|3|4|5|7|9
16,1.0,0.15,closed,3,0,3,6,6,3,1.0,0.4764833333333333,2|3|4|5|7|9
16,1.0,0.3,aligned,5,2,3,6,6,6,1.0,0.4812166666666667,2|3|4|5|7|9
16,1.0,0.3,closed,4,1,3,6,6,5,1.0,0.48115833333333335,2|3|4|5|7|9
16,1.0,0.6,aligned,7,3,4,6,6,10,1.0,0.4907458333333333,2|3|4|5|7|9
16,1.0,0.6,closed,5,0,5,6,6,9,1.0,0.4906,2|3|4|5|7|9
16,2.0,0.0,aligned,4,3,1,6,6,6,1.0,0.47197916666666667,2|3|4|5|7|9
16,2.0,0.0,closed,1,1,0,6,6,1,1.0,0.47197916666666667,2|3|4|5|7|9
16,2.0,0.15,aligned,7,3,4,6,6,11,1.0,0.4763875,2|3|4|5|7|9
16,2.0,0.15,closed,4,1,3,6,6,4,1.0,0.47637083333333335,2|3|4|5|7|9
16,2.0,0.3,aligned,6,3,3,6,6,9,1.0,0.48118333333333335,2|3|4|5|7|9
16,2.0,0.3,closed,3,0,3,6,6,4,1.0,0.481375,2|3|4|5|7|9
16,2.0,0.6,aligned,7,3,4,6,6,12,1.0,0.49062916666666667,2|3|4|5|7|9
16,2.0,0.6,closed,6,0,6,6,6,9,1.0,0.49085416666666665,2|3|4|5|7|9
