rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
7,0.0,0.0,aligned,1,0,1,6,6,1,1.0,0.47081666666666666,0|2|3|7|8|11
7,0.0,0.0,closed,0,0,0,6,6,0,nan,0.47081666666666666,0|2|3|7|8|11
7,0.0,0.15,aligned,0,0,0,6,6,0,nan,0.4765333333333333,0|2|3|7|8|11
7,0.0,0.15,closed,4,1,3,6,6,4,0.75,0.47658333333333336,0|2|3|7|8|11
7,0.0,0.3,aligned,4,0,4,6,6,4,1.0,0.48225,0|2|3|7|8|11
7,0.0,0.3,closed,3,1,2,6,6,4,1.0,0.4821,0|2|3|7|8|11
7,0.0,0.6,aligned,6,0,6,6,6,10,1.0,0.49385,0|2|3|7|8|11
7,0.0,0.6,closed,5,0,5,6,6,8,1.0,0.494025,0|2|3|7|8|11
7,1.0,0.0,aligned,3,1,2,6,6,3,1.0,0.47081666666666666,0|2|3|7|8|11
7,1.0,0.0,closed,1,0,1,6,6,1,1.0,0.47081666666666666,0|2|3|7|8|11
7,1.0,0.15,aligned,5,1,4,6,6,5,1.0,0.47651666666666664,0|2|3|7|8|11
7,1.0,0.15,closed,2,0,2,6,6,3,1.0,0.47628333333333334,0|2|3|7|8|11
7,1.0,0.3,aligned,3,1,2,6,6,3,1.0,0.4822375,0|2|3|7|8|11
7,1.0,0.3,closed,4,1,3,6,6,6,1.0,0.4821958333333333,0|2|3|7|8|11
7,1.0,0.6,aligned,7,1,6,6,6,12,1.0,0.49390416666666664,0|2|3|7|8|11
7,1.0,0.6,closed,6,1,5,6,6,10,1.0,0.4940125,0|2|3|7|8|11
7,2.0,0.0,aligned,4,3,1,6,6,5,1.0,0.47081666666666666,0|2|3|7|8|11
7,2.0,0.0,closed,0,0,0,6,6,0,nan,0.47081666666666666,0|2|3|7|8|11
7,2.0,0.15,aligned,9,3,6,6,6,10,1.0,0.4765375,0|2|3|7|8|11
7,2.0,0.15,closed,2,1,1,6,6,3,1.0,0.4763125,0|2|3|7|8|11
7,2.0,0.3,aligned,7,3,4,6,6,7,1.0,0.48220833333333335,0|2|3|7|8|11
7,2.0,0.3,closed,1,0,1,6,6,1,1.0,0.4822208333333333,0|2|3|7|8|11
7,2.0,0.6,aligned,10,4,6,6,6,14,1.0,0.4938958333333333,0|2|3|7|8|11
7,2.0,0.6,closed,6,0,6,6,6,9,1.0,0.49369583333333333,0|2|3|7|8|11
