rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
17,0.0,0.0,aligned,4,2,2,6,6,4,1.0,0.4690875,2|3|4|7|9|10
17,0.0,0.0,closed,1,0,1,6,6,1,1.0,0.4690875,2|3|4|7|9|10
17,0.0,0.15,aligned,2,1,1,6,6,2,1.0,0.47413333333333335,2|3|4|7|9|10
17,0.0,0.15,closed,2,0,2,6,6,3,1.0,0.47401666666666664,2|3|4|7|9|10
17,0.0,0.3,aligned,4,3,1,6,6,5,1.0,0.47932916666666664,2|3|4|7|9|10
17,0.0,0.3,closed,1,0,1,6,6,2,1.0,0.479425,2|3|4|7|9|10
17,0.0,0.6,aligned,5,3,2,6,6,7,1.0,0.48969583333333333,2|3|4|7|9|10
17,0.0,0.6,closed,4,0,4,6,6,5,1.0,0.48911666666666664,2|3|4|7|9|10
17,1.0,0.0,aligned,3,0,3,6,6,3,1.0,0.4690875,2|3|4|7|9|10
17,1.0,0.0,closed,2,1,1,6,6,2,1.0,0.4690875,2|3|4|7|9|10
17,1.0,0.15,aligned,3,1,2,6,6,4,1.0,0.47415833333333335,2|3|4|7|9|10
17,1.0,0.15,closed,2,0,2,6,6,3,1.0,0.4740958333333333,2|3|4|7|9|10
17,1.0,0.3,aligned,2,0,2,6,6,3,1.0,0.47937083333333336,2|3|4|7|9|10
17,1.0,0.3,closed,1,0,1,6,6,2,1.0,0.47935,2|3|4|7|9|10
17,1.0,0.6,aligned,4,1,3,6,6,5,1.0,0.4898625,2|3|4|7|9|10
17,1.0,0.6,closed,3,0,3,6,6,4,1.0,0.4895625,2|3|4|7|9|10
17,2.0,0.0,aligned,2,1,1,6,6,2,1.0,0.4690875,2|3|4|7|9|10
17,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4690875,2|3|4|7|9|10
17,2.0,0.15,aligned,3,1,2,6,6,5,1.0,0.4741708333333333,2|3|4|7|9|10
17,2.0,0.15,closed,2,0,2,6,6,2,1.0,0.47417916666666665,2|3|4|7|9|10
17,2.0,0.3,aligned,2,1,1,6,6,3,1.0,0.47945,2|3|4|7|9|10
17,2.0,0.3,closed,3,2,1,6,6,4,1.0,0.478975,2|3|4|7|9|10
17,2.0,0.6,aligned,3,1,2,6,6,4,1.0,0.4900875,2|3|4|7|9|10
17,2.0,0.6,closed,4,0,4,6,6,5,1.0,0.4896083333333333,2|3|4|7|9|10
