rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
3,0.0,0.0,aligned,1,1,0,6,6,1,1.0,0.47152916666666667,1|2|4|6|7|9
3,0.0,0.0,closed,3,0,3,6,6,3,1.0,0.47152916666666667,1|2|4|6|7|9
3,0.0,0.15,aligned,5,1,4,6,6,6,1.0,0.477425,1|2|4|6|7|9
3,0.0,0.15,closed,3,0,3,6,6,4,1.0,0.4775083333333333,1|2|4|6|7|9
3,0.0,0.3,aligned,5,1,4,6,6,6,1.0,0.48309583333333334,1|2|4|6|7|9
3,0.0,0.3,closed,5,1,4,6,6,7,0.8571428571428571,0.4829041666666667,1|2|4|6|7|9
3,0.0,0.6,aligned,6,1,5,6,6,11,1.0,0.49499166666666666,1|2|4|6|7|9
3,0.0,0.6,closed,7,2,5,6,6,10,1.0,0.4948666666666667,1|2|4|6|7|9
3,1.0,0.0,aligned,4,3,1,6,6,5,1.0,0.47152916666666667,1|2|4|6|7|9
3,1.0,0.0,closed,1,0,1,6,6,1,0.0,0.47152916666666667,1|2|4|6|7|9
3,1.0,0.15,aligned,7,3,4,6,6,9,1.0,0.47760416666666666,1|2|4|6|7|9
3,1.0,0.15,closed,4,1,3,6,6,4,1.0,0.4775625,1|2|4|6|7|9
3,1.0,0.3,aligned,8,3,5,6,6,10,1.0,0.4833208333333333,1|2|4|6|7|9
3,1.0,0.3,closed,5,0,5,6,6,6,1.0,0.4830875,1|2|4|6|7|9
3,1.0,0.6,aligned,8,3,5,6,6,13,1.0,0.49515,1|2|4|6|7|9
3,1.0,0.6,closed,5,0,5,6,6,9,1.0,0.4948958333333333,1|2|4|6|7|9
3,2.0,0.0,aligned,6,3,3,6,6,10,1.0,0.47152916666666667,1|2|4|6|7|9
3,2.0,0.0,closed,1,1,0,6,6,1,1.0,0.47152916666666667,1|2|4|6|7|9
3,2.0,0.15,aligned,7,2,5,6,6,10,1.0,0.47760833333333336,1|2|4|6|7|9
3,2.0,0.15,closed,3,0,3,6,6,4,1.0,0.47749166666666665,1|2|4|6|7|9
3,2.0,0.3,aligned,9,3,6,6,6,12,1.0,0.4832875,1|2|4|6|7|9
3,2.0,0.3,closed,6,1,5,6,6,6,1.0,0.483075,1|2|4|6|7|9
3,2.0,0.6,aligned,8,2,6,6,6,13,1.0,0.4951083333333333,1|2|4|6|7|9
3,2.0,0.6,closed,5,0,5,6,6,8,1.0,0.4951083333333333,1|2|4|6|7|9
