rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
10,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.4714,1|3|5|6|8|11
10,0.0,0.0,closed,1,0,1,6,6,1,1.0,0.4714,1|3|5|6|8|11
10,0.0,0.15,aligned,5,0,5,6,6,8,1.0,0.47741666666666666,1|3|5|6|8|11
10,0.0,0.15,closed,2,0,2,6,6,3,1.0,0.4773875,1|3|5|6|8|11
10,0.0,0.3,aligned,6,0,6,6,6,11,1.0,0.4835625,1|3|5|6|8|11
10,0.0,0.3,closed,6,1,5,6,6,10,1.0,0.48356666666666664,1|3|5|6|8|11
10,0.0,0.6,aligned,6,1,5,6,6,15,1.0,0.495825,1|3|5|6|8|11
10,0.0,0.6,closed,6,1,5,6,6,15,1.0,0.4952125,1|3|5|6|8|11
10,1.0,0.0,aligned,5,3,2,6,6,7,1.0,0.4714,1|3|5|6|8|11
10,1.0,0.0,closed,1,1,0,6,6,1,1.0,0.4714,1|3|5|6|8|11
10,1.0,0.15,aligned,8,3,5,6,6,11,1.0,0.4774791666666667,1|3|5|6|8|11
10,1.0,0.15,closed,5,1,4,6,6,6,1.0,0.47725,1|3|5|6|8|11
10,1.0,0.3,aligned,7,2,5,6,6,11,1.0,0.48378333333333334,1|3|5|6|8|11
10,1.0,0.3,closed,5,0,5,6,6,10,1.0,0.48364583333333333,1|3|5|6|8|11
10,1.0,0.6,aligned,7,2,5,6,6,15,1.0,0.4959,1|3|5|6|8|11
10,1.0,0.6,closed,7,2,5,6,6,13,1.0,0.4953416666666667,1|3|5|6|8|11
10,2.0,0.0,aligned,11,6,5,6,6,16,1.0,0.4714,1|3|5|6|8|11
10,2.0,0.0,closed,1,1,0,6,6,1,1.0,0.4714,1|3|5|6|8|11
10,2.0,0.15,aligned,12,6,6,6,6,22,1.0,0.4775125,1|3|5|6|8|11
10,2.0,0.15,closed,3,0,3,6,6,5,1.0,0.477275,1|3|5|6|8|11
10,2.0,0.3,aligned,12,6,6,6,6,18,1.0,0.483825,1|3|5|6|8|11
10,2.0,0.3,closed,6,0,6,6,6,9,1.0,0.4836083333333333,1|3|5|6|8|11
10,2.0,0.6,aligned,12,6,6,6,6,21,1.0,0.4959458333333333,1|3|5|6|8|11
10,2.0,0.6,closed,7,1,6,6,6,15,0.9333333333333333,0.495275,1|3|5|6|8|11
