rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
14,0.0,0.0,aligned,1,0,1,6,6,1,1.0,0.4711166666666667,0|4|5|7|9|11
14,0.0,0.0,closed,1,1,0,6,6,1,1.0,0.4711166666666667,0|4|5|7|9|11
14,0.0,0.15,aligned,4,0,4,6,6,4,1.0,0.4774541666666667,0|4|5|7|9|11
14,0.0,0.15,closed,3,0,3,6,6,5,1.0,0.47751666666666664,0|4|5|7|9|11
14,0.0,0.3,aligned,4,0,4,6,6,5,1.0,0.4835291666666667,0|4|5|7|9|11
14,0.0,0.3,closed,5,0,5,6,6,8,1.0,0.48364583333333333,0|4|5|7|9|11
14,0.0,0.6,aligned,6,1,5,6,6,10,1.0,0.4960375,0|4|5|7|9|11
14,0.0,0.6,closed,5,0,5,6,6,9,1.0,0.4954875,0|4|5|7|9|11
14,1.0,0.0,aligned,3,2,1,6,6,3,1.0,0.4711166666666667,0|4|5|7|9|11
14,1.0,0.0,closed,1,1,0,6,6,1,1.0,0.4711166666666667,0|4|5|7|9|11
14,1.0,0.15,aligned,5,1,4,6,6,5,1.0,0.4775041666666667,0|4|5|7|9|11
14,1.0,0.15,closed,3,0,3,6,6,4,1.0,0.47742083333333335,0|4|5|7|9|11
14,1.0,0.3,aligned,4,1,3,6,6,5,1.0,0.48365833333333336,0|4|5|7|9|11
14,1.0,0.3,closed,4,0,4,6,6,7,1.0,0.483375,0|4|5|7|9|11
14,1.0,0.6,aligned,6,1,5,6,6,11,1.0,0.4963416666666667,0|4|5|7|9|11
14,1.0,0.6,closed,5,0,5,6,6,9,1.0,0.4953375,0|4|5|7|9|11
14,2.0,0.0,aligned,4,1,3,6,6,5,1.0,0.4711166666666667,0|4|5|7|9|11
14,2.0,0.0,closed,2,1,1,6,6,2,1.0,0.4711166666666667,0|4|5|7|9|11
14,2.0,0.15,aligned,4,2,2,6,6,4,1.0,0.4776916666666667,0|4|5|7|9|11
14,2.0,0.15,closed,5,1,4,6,6,5,1.0,0.4772708333333333,0|4|5|7|9|11
14,2.0,0.3,aligned,7,4,3,6,6,9,1.0,0.4839291666666667,0|4|5|7|9|11
14,2.0,0.3,closed,6,1,5,6,6,8,1.0,0.4832375,0|4|5|7|9|11
14,2.0,0.6,aligned,9,4,5,6,6,14,1.0,0.49707083333333335,0|4|5|7|9|11
14,2.0,0.6,closed,7,3,4,6,6,10,1.0,0.4956375,0|4|5|7|9|11
