rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
19,0.0,0.0,aligned,4,2,2,6,6,4,1.0,0.470675,0|1|2|3|5|7
19,0.0,0.0,closed,1,0,1,6,6,1,1.0,0.470675,0|1|2|3|5|7
19,0.0,0.15,aligned,5,2,3,6,6,7,1.0,0.47644166666666665,0|1|2|3|5|7
19,0.0,0.15,closed,4,0,4,6,6,7,1.0,0.4765375,0|1|2|3|5|7
19,0.0,0.3,aligned,4,2,2,6,6,8,1.0,0.48204583333333334,0|1|2|3|5|7
19,0.0,0.3,closed,2,0,2,6,6,6,1.0,0.48165833333333335,0|1|2|3|5|7
19,0.0,0.6,aligned,6,3,3,6,6,12,1.0,0.49349583333333336,0|1|2|3|5|7
19,0.0,0.6,closed,7,2,5,6,6,14,1.0,0.4930375,0|1|2|3|5|7
19,1.0,0.0,aligned,9,4,5,6,6,9,1.0,0.470675,0|1|2|3|5|7
19,1.0,0.0,closed,1,1,0,6,6,1,1.0,0.470675,0|1|2|3|5|7
19,1.0,0.15,aligned,9,5,4,6,6,11,1.0,0.4764041666666667,0|1|2|3|5|7
19,1.0,0.15,closed,5,1,4,6,6,7,1.0,0.47618333333333335,0|1|2|3|5|7
19,1.0,0.3,aligned,7,4,3,6,6,12,1.0,0.481975,0|1|2|3|5|7
19,1.0,0.3,closed,2,0,2,6,6,5,1.0,0.4817,0|1|2|3|5|7
19,1.0,0.6,aligned,8,4,4,6,6,15,1.0,0.4935541666666667,0|1|2|3|5|7
19,1.0,0.6,closed,4,0,4,6,6,11,1.0,0.4931625,0|1|2|3|5|7
19,2.0,0.0,aligned,8,4,4,6,6,12,1.0,0.470675,0|1|2|3|5|7
19,2.0,0.0,closed,0,0,0,6,6,0,nan,0.470675,0|1|2|3|5|7
19,2.0,0.15,aligned,8,3,5,6,6,11,1.0,0.47655416666666667,0|1|2|3|5|7
19,2.0,0.15,closed,1,0,1,6,6,2,1.0,0.4763375,0|1|2|3|5|7
19,2.0,0.3,aligned,8,3,5,6,6,14,1.0,0.4821666666666667,0|1|2|3|5|7
19,2.0,0.3,closed,4,1,3,6,6,8,1.0,0.4815583333333333,0|1|2|3|5|7
19,2.0,0.6,aligned,7,3,4,6,6,16,1.0,0.4937625,0|1|2|3|5|7
19,2.0,0.6,closed,4,0,4,6,6,11,1.0,0.49325416666666666,0|1|2|3|5|7
