rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
18,0.0,0.0,aligned,1,0,1,6,6,1,1.0,0.4700666666666667,3|6|8|9|10|11
18,0.0,0.0,closed,0,0,0,6,6,0,nan,0.4700666666666667,3|6|8|9|10|11
18,0.0,0.15,aligned,6,1,5,6,6,8,1.0,0.47594583333333335,3|6|8|9|10|11
18,0.0,0.15,closed,6,0,6,6,6,8,1.0,0.4758,3|6|8|9|10|11
18,0.0,0.3,aligned,4,0,4,6,6,7,0.8571428571428571,0.4815291666666667,3|6|8|9|10|11
18,0.0,0.3,closed,5,1,4,6,6,7,1.0,0.48154583333333334,3|6|8|9|10|11
18,0.0,0.6,aligned,6,0,6,6,6,11,0.9090909090909091,0.4931291666666667,3|6|8|9|10|11
18,0.0,0.6,closed,6,0,6,6,6,9,1.0,0.4933166666666667,3|6|8|9|10|11
18,1.0,0.0,aligned,8,4,4,6,6,8,1.0,0.4700666666666667,3|6|8|9|10|11
18,1.0,0.0,closed,1,0,1,6,6,1,1.0,0.4700666666666667,3|6|8|9|10|11
18,1.0,0.15,aligned,9,4,5,6,6,10,1.0,0.4759541666666667,3|6|8|9|10|11
18,1.0,0.15,closed,7,1,6,6,6,8,1.0,0.4758,3|6|8|9|10|11
18,1.0,0.3,aligned,10,4,6,6,6,13,0.9230769230769231,0.481525,3|6|8|9|10|11
18,1.0,0.3,closed,4,0,4,6,6,7,0.8571428571428571,0.48155416666666667,3|6|8|9|10|11
18,1.0,0.6,aligned,10,4,6,6,6,15,0.9333333333333333,0.49296666666666666,3|6|8|9|10|11
18,1.0,0.6,closed,6,0,6,6,6,11,0.9090909090909091,0.49341666666666667,3|6|8|9|10|11
18,2.0,0.0,aligned,11,6,5,6,6,14,1.0,0.4700666666666667,3|6|8|9|10|11
18,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4700666666666667,3|6|8|9|10|11
18,2.0,0.15,aligned,11,6,5,6,6,14,1.0,0.475925,3|6|8|9|10|11
18,2.0,0.15,closed,5,1,4,6,6,8,1.0,0.47585,3|6|8|9|10|11
18,2.0,0.3,aligned,10,6,4,6,6,14,1.0,0.4814333333333333,3|6|8|9|10|11
18,2.0,0.3,closed,4,1,3,6,6,7,1.0,0.48152083333333334,3|6|8|9|10|11
18,2.0,0.6,aligned,11,5,6,6,6,15,1.0,0.4928958333333333,3|6|8|9|10|11
18,2.0,0.6,closed,6,0,6,6,6,13,0.9230769230769231,0.493275,3|6|8|9|10|11
