rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
7,20,50,2.5,0.0,aligned,td_pc,30,36,-6,50,0.5539375
7,20,50,2.5,0.0,aligned,mvpc,30,36,-6,50,0.5539375
7,20,50,2.5,0.0,aligned,fci,30,36,-6,50,0.5539375
7,20,50,2.5,0.0,aligned,cdnod_true,30,36,-6,50,0.5539375
7,20,50,2.5,0.0,aligned,cdnod_est,30,36,-6,50,0.5539375
7,20,50,2.5,0.0,closed,td_pc,32,36,-4,50,0.5539375
7,20,50,2.5,0.0,closed,mvpc,32,36,-4,50,0.5539375
7,20,50,2.5,0.0,closed,fci,32,36,-4,50,0.5539375
7,20,50,2.5,0.0,closed,cdnod_true,32,36,-4,50,0.5539375
7,20,50,2.5,0.0,closed,cdnod_est,32,36,-4,50,0.5539375
7,20,50,2.5,1.0,aligned,td_pc,31,33,-2,50,0.5539375
7,20,50,2.5,1.0,aligned,mvpc,31,33,-2,50,0.5539375
7,20,50,2.5,1.0,aligned,fci,31,33,-2,50,0.5539375
7,20,50,2.5,1.0,aligned,cdnod_true,31,33,-2,50,0.5539375
7,20,50,2.5,1.0,aligned,cdnod_est,31,33,-2,50,0.5539375
7,20,50,2.5,1.0,closed,td_pc,32,33,-1,50,0.5539375
7,20,50,2.5,1.0,closed,mvpc,32,33,-1,50,0.5539375
7,20,50,2.5,1.0,closed,fci,32,33,-1,50,0.5539375
7,20,50,2.5,1.0,closed,cdnod_true,32,33,-1,50,0.5539375
7,20,50,2.5,1.0,closed,cdnod_est,32,33,-1,50,0.5539375
7,20,50,2.5,2.0,aligned,td_pc,31,33,-2,50,0.5539375
7,20,50,2.5,2.0,aligned,mvpc,31,33,-2,50,0.5539375
7,20,50,2.5,2.0,aligned,fci,31,33,-2,50,0.5539375
7,20,50,2.5,2.0,aligned,cdnod_true,31,33,-2,50,0.5539375
7,20,50,2.5,2.0,aligned,cdnod_est,31,33,-2,50,0.5539375
7,20,50,2.5,2.0,closed,td_pc,32,33,-1,50,0.5539375
7,20,50,2.5,2.0,closed,mvpc,32,33,-1,50,0.5539375
7,20,50,2.5,2.0,closed,fci,32,33,-1,50,0.5539375
7,20,50,2.5,2.0,closed,cdnod_true,32,33,-1,50,0.5539375
7,20,50,2.5,2.0,closed,cdnod_est,32,33,-1,50,0.5539375
