rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
4,20,50,2.5,0.0,aligned,td_pc,36,32,4,50,0.55368
4,20,50,2.5,0.0,aligned,mvpc,36,32,4,50,0.55368
4,20,50,2.5,0.0,aligned,fci,36,32,4,50,0.55368
4,20,50,2.5,0.0,aligned,cdnod_true,36,32,4,50,0.55368
4,20,50,2.5,0.0,aligned,cdnod_est,36,32,4,50,0.55368
4,20,50,2.5,0.0,closed,td_pc,37,32,5,50,0.55368
4,20,50,2.5,0.0,closed,mvpc,37,32,5,50,0.55368
4,20,50,2.5,0.0,closed,fci,37,32,5,50,0.55368
4,20,50,2.5,0.0,closed,cdnod_true,37,32,5,50,0.55368
4,20,50,2.5,0.0,closed,cdnod_est,37,32,5,50,0.55368
4,20,50,2.5,1.0,aligned,td_pc,34,35,-1,50,0.55368
4,20,50,2.5,1.0,aligned,mvpc,34,35,-1,50,0.55368
4,20,50,2.5,1.0,aligned,fci,34,35,-1,50,0.55368
4,20,50,2.5,1.0,aligned,cdnod_true,34,35,-1,50,0.55368
4,20,50,2.5,1.0,aligned,cdnod_est,34,35,-1,50,0.55368
4,20,50,2.5,1.0,closed,td_pc,41,35,6,50,0.55368
4,20,50,2.5,1.0,closed,mvpc,41,35,6,50,0.55368
4,20,50,2.5,1.0,closed,fci,40,35,5,50,0.55368
4,20,50,2.5,1.0,closed,cdnod_true,41,35,6,50,0.55368
4,20,50,2.5,1.0,closed,cdnod_est,41,35,6,50,0.55368
4,20,50,2.5,2.0,aligned,td_pc,34,38,-4,50,0.55368
4,20,50,2.5,2.0,aligned,mvpc,34,38,-4,50,0.55368
4,20,50,2.5,2.0,aligned,fci,34,38,-4,50,0.55368
4,20,50,2.5,2.0,aligned,cdnod_true,34,38,-4,50,0.55368
4,20,50,2.5,2.0,aligned,cdnod_est,34,38,-4,50,0.55368
4,20,50,2.5,2.0,closed,td_pc,35,38,-3,50,0.55368
4,20,50,2.5,2.0,closed,mvpc,35,38,-3,50,0.55368
4,20,50,2.5,2.0,closed,fci,35,38,-3,50,0.55368
4,20,50,2.5,2.0,closed,cdnod_true,35,38,-3,50,0.55368
4,20,50,2.5,2.0,closed,cdnod_est,35,38,-3,50,0.55368
