rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
1,12,18,1.5,0.0,aligned,td_pc,7,6,1,18,0.5457041666666667
1,12,18,1.5,0.0,aligned,mvpc,7,6,1,18,0.5457041666666667
1,12,18,1.5,0.0,aligned,fci,9,6,3,18,0.5457041666666667
1,12,18,1.5,0.0,aligned,cdnod_true,7,6,1,18,0.5457041666666667
1,12,18,1.5,0.0,aligned,cdnod_est,7,6,1,18,0.5457041666666667
1,12,18,1.5,0.0,closed,td_pc,8,6,2,18,0.5457041666666667
1,12,18,1.5,0.0,closed,mvpc,8,6,2,18,0.5457041666666667
1,12,18,1.5,0.0,closed,fci,9,6,3,18,0.5457041666666667
1,12,18,1.5,0.0,closed,cdnod_true,8,6,2,18,0.5457041666666667
1,12,18,1.5,0.0,closed,cdnod_est,8,6,2,18,0.5457041666666667
1,12,18,1.5,1.0,aligned,td_pc,8,6,2,18,0.5457041666666667
1,12,18,1.5,1.0,aligned,mvpc,8,6,2,18,0.5457041666666667
1,12,18,1.5,1.0,aligned,fci,9,6,3,18,0.5457041666666667
1,12,18,1.5,1.0,aligned,cdnod_true,8,6,2,18,0.5457041666666667
1,12,18,1.5,1.0,aligned,cdnod_est,8,6,2,18,0.5457041666666667
1,12,18,1.5,1.0,closed,td_pc,9,6,3,18,0.5457041666666667
1,12,18,1.5,1.0,closed,mvpc,9,6,3,18,0.5457041666666667
1,12,18,1.5,1.0,closed,fci,10,6,4,18,0.5457041666666667
1,12,18,1.5,1.0,closed,cdnod_true,9,6,3,18,0.5457041666666667
1,12,18,1.5,1.0,closed,cdnod_est,9,6,3,18,0.5457041666666667
1,12,18,1.5,2.0,aligned,td_pc,8,5,3,18,0.5457041666666667
1,12,18,1.5,2.0,aligned,mvpc,8,5,3,18,0.5457041666666667
1,12,18,1.5,2.0,aligned,fci,9,5,4,18,0.5457041666666667
1,12,18,1.5,2.0,aligned,cdnod_true,8,5,3,18,0.5457041666666667
1,12,18,1.5,2.0,aligned,cdnod_est,8,5,3,18,0.5457041666666667
1,12,18,1.5,2.0,closed,td_pc,9,5,4,18,0.5457041666666667
1,12,18,1.5,2.0,closed,mvpc,9,5,4,18,0.5457041666666667
1,12,18,1.5,2.0,closed,fci,10,5,5,18,0.5457041666666667
1,12,18,1.5,2.0,closed,cdnod_true,9,5,4,18,0.5457041666666667
1,12,18,1.5,2.0,closed,cdnod_est,9,5,4,18,0.5457041666666667
