rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
5,20,50,2.5,0.0,aligned,td_pc,28,26,2,50,0.5561875
5,20,50,2.5,0.0,aligned,mvpc,28,26,2,50,0.5561875
5,20,50,2.5,0.0,aligned,fci,28,26,2,50,0.5561875
5,20,50,2.5,0.0,aligned,cdnod_true,28,26,2,50,0.5561875
5,20,50,2.5,0.0,aligned,cdnod_est,28,26,2,50,0.5561875
5,20,50,2.5,0.0,closed,td_pc,29,26,3,50,0.5561875
5,20,50,2.5,0.0,closed,mvpc,29,26,3,50,0.5561875
5,20,50,2.5,0.0,closed,fci,29,26,3,50,0.5561875
5,20,50,2.5,0.0,closed,cdnod_true,29,26,3,50,0.5561875
5,20,50,2.5,0.0,closed,cdnod_est,29,26,3,50,0.5561875
5,20,50,2.5,1.0,aligned,td_pc,28,28,0,50,0.5561875
5,20,50,2.5,1.0,aligned,mvpc,28,28,0,50,0.5561875
5,20,50,2.5,1.0,aligned,fci,28,28,0,50,0.5561875
5,20,50,2.5,1.0,aligned,cdnod_true,28,28,0,50,0.5561875
5,20,50,2.5,1.0,aligned,cdnod_est,28,28,0,50,0.5561875
5,20,50,2.5,1.0,closed,td_pc,29,28,1,50,0.5561875
5,20,50,2.5,1.0,closed,mvpc,29,28,1,50,0.5561875
5,20,50,2.5,1.0,closed,fci,29,28,1,50,0.5561875
5,20,50,2.5,1.0,closed,cdnod_true,29,28,1,50,0.5561875
5,20,50,2.5,1.0,closed,cdnod_est,29,28,1,50,0.5561875
5,20,50,2.5,2.0,aligned,td_pc,29,30,-1,50,0.5561875
5,20,50,2.5,2.0,aligned,mvpc,29,30,-1,50,0.5561875
5,20,50,2.5,2.0,aligned,fci,29,30,-1,50,0.5561875
5,20,50,2.5,2.0,aligned,cdnod_true,29,30,-1,50,0.5561875
5,20,50,2.5,2.0,aligned,cdnod_est,29,30,-1,50,0.5561875
5,20,50,2.5,2.0,closed,td_pc,28,30,-2,50,0.5561875
5,20,50,2.5,2.0,closed,mvpc,28,30,-2,50,0.5561875
5,20,50,2.5,2.0,closed,fci,28,30,-2,50,0.5561875
5,20,50,2.5,2.0,closed,cdnod_true,28,30,-2,50,0.5561875
5,20,50,2.5,2.0,closed,cdnod_est,28,30,-2,50,0.5561875
