rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
7,30,45,1.5,0.0,aligned,td_pc,20,15,5,45,0.5922283333333334
7,30,45,1.5,0.0,aligned,mvpc,20,15,5,45,0.5922283333333334
7,30,45,1.5,0.0,aligned,fci,20,15,5,45,0.5922283333333334
7,30,45,1.5,0.0,aligned,cdnod_true,20,15,5,45,0.5922283333333334
7,30,45,1.5,0.0,aligned,cdnod_est,20,15,5,45,0.5922283333333334
7,30,45,1.5,0.0,closed,td_pc,18,15,3,45,0.5922283333333334
7,30,45,1.5,0.0,closed,mvpc,18,15,3,45,0.5922283333333334
7,30,45,1.5,0.0,closed,fci,18,15,3,45,0.5922283333333334
7,30,45,1.5,0.0,closed,cdnod_true,18,15,3,45,0.5922283333333334
7,30,45,1.5,0.0,closed,cdnod_est,18,15,3,45,0.5922283333333334
7,30,45,1.5,1.0,aligned,td_pc,20,17,3,45,0.5922283333333334
7,30,45,1.5,1.0,aligned,mvpc,20,17,3,45,0.5922283333333334
7,30,45,1.5,1.0,aligned,fci,20,17,3,45,0.5922283333333334
7,30,45,1.5,1.0,aligned,cdnod_true,20,17,3,45,0.5922283333333334
7,30,45,1.5,1.0,aligned,cdnod_est,20,17,3,45,0.5922283333333334
7,30,45,1.5,1.0,closed,td_pc,22,17,5,45,0.5922283333333334
7,30,45,1.5,1.0,closed,mvpc,22,17,5,45,0.5922283333333334
7,30,45,1.5,1.0,closed,fci,22,17,5,45,0.5922283333333334
7,30,45,1.5,1.0,closed,cdnod_true,22,17,5,45,0.5922283333333334
7,30,45,1.5,1.0,closed,cdnod_est,22,17,5,45,0.5922283333333334
7,30,45,1.5,2.0,aligned,td_pc,21,15,6,45,0.5922283333333334
7,30,45,1.5,2.0,aligned,mvpc,21,15,6,45,0.5922283333333334
7,30,45,1.5,2.0,aligned,fci,21,15,6,45,0.5922283333333334
7,30,45,1.5,2.0,aligned,cdnod_true,21,15,6,45,0.5922283333333334
7,30,45,1.5,2.0,aligned,cdnod_est,21,15,6,45,0.5922283333333334
7,30,45,1.5,2.0,closed,td_pc,21,15,6,45,0.5922283333333334
7,30,45,1.5,2.0,closed,mvpc,21,15,6,45,0.5922283333333334
7,30,45,1.5,2.0,closed,fci,20,15,5,45,0.5922283333333334
7,30,45,1.5,2.0,closed,cdnod_true,21,15,6,45,0.5922283333333334
7,30,45,1.5,2.0,closed,cdnod_est,21,15,6,45,0.5922283333333334
