rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
6,12,18,1.5,0.0,aligned,td_pc,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,aligned,mvpc,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,aligned,fci,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,aligned,cdnod_true,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,aligned,cdnod_est,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,closed,td_pc,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,closed,mvpc,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,closed,fci,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,closed,cdnod_true,9,7,2,18,0.5479458333333334
6,12,18,1.5,0.0,closed,cdnod_est,9,7,2,18,0.5479458333333334
6,12,18,1.5,1.0,aligned,td_pc,9,7,2,18,0.5479458333333334
6,12,18,1.5,1.0,aligned,mvpc,9,7,2,18,0.5479458333333334
6,12,18,1.5,1.0,aligned,fci,9,7,2,18,0.5479458333333334
6,12,18,1.5,1.0,aligned,cdnod_true,9,7,2,18,0.5479458333333334
6,12,18,1.5,1.0,aligned,cdnod_est,9,7,2,18,0.5479458333333334
6,12,18,1.5,1.0,closed,td_pc,8,7,1,18,0.5479458333333334
6,12,18,1.5,1.0,closed,mvpc,8,7,1,18,0.5479458333333334
6,12,18,1.5,1.0,closed,fci,8,7,1,18,0.5479458333333334
6,12,18,1.5,1.0,closed,cdnod_true,8,7,1,18,0.5479458333333334
6,12,18,1.5,1.0,closed,cdnod_est,8,7,1,18,0.5479458333333334
6,12,18,1.5,2.0,aligned,td_pc,9,8,1,18,0.5479458333333334
6,12,18,1.5,2.0,aligned,mvpc,9,8,1,18,0.5479458333333334
6,12,18,1.5,2.0,aligned,fci,9,8,1,18,0.5479458333333334
6,12,18,1.5,2.0,aligned,cdnod_true,9,8,1,18,0.5479458333333334
6,12,18,1.5,2.0,aligned,cdnod_est,9,8,1,18,0.5479458333333334
6,12,18,1.5,2.0,closed,td_pc,7,8,-1,18,0.5479458333333334
6,12,18,1.5,2.0,closed,mvpc,7,8,-1,18,0.5479458333333334
6,12,18,1.5,2.0,closed,fci,8,8,0,18,0.5479458333333334
6,12,18,1.5,2.0,closed,cdnod_true,7,8,-1,18,0.5479458333333334
6,12,18,1.5,2.0,closed,cdnod_est,7,8,-1,18,0.5479458333333334
