rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
4,20,30,1.5,0.0,aligned,td_pc,7,3,4,30,0.55368
4,20,30,1.5,0.0,aligned,mvpc,7,3,4,30,0.55368
4,20,30,1.5,0.0,aligned,fci,7,3,4,30,0.55368
4,20,30,1.5,0.0,aligned,cdnod_true,7,3,4,30,0.55368
4,20,30,1.5,0.0,aligned,cdnod_est,7,3,4,30,0.55368
4,20,30,1.5,0.0,closed,td_pc,4,3,1,30,0.55368
4,20,30,1.5,0.0,closed,mvpc,4,3,1,30,0.55368
4,20,30,1.5,0.0,closed,fci,4,3,1,30,0.55368
4,20,30,1.5,0.0,closed,cdnod_true,4,3,1,30,0.55368
4,20,30,1.5,0.0,closed,cdnod_est,4,3,1,30,0.55368
4,20,30,1.5,1.0,aligned,td_pc,7,2,5,30,0.55368
4,20,30,1.5,1.0,aligned,mvpc,7,2,5,30,0.55368
4,20,30,1.5,1.0,aligned,fci,7,2,5,30,0.55368
4,20,30,1.5,1.0,aligned,cdnod_true,7,2,5,30,0.55368
4,20,30,1.5,1.0,aligned,cdnod_est,7,2,5,30,0.55368
4,20,30,1.5,1.0,closed,td_pc,6,2,4,30,0.55368
4,20,30,1.5,1.0,closed,mvpc,6,2,4,30,0.55368
4,20,30,1.5,1.0,closed,fci,6,2,4,30,0.55368
4,20,30,1.5,1.0,closed,cdnod_true,6,2,4,30,0.55368
4,20,30,1.5,1.0,closed,cdnod_est,6,2,4,30,0.55368
4,20,30,1.5,2.0,aligned,td_pc,7,3,4,30,0.55368
4,20,30,1.5,2.0,aligned,mvpc,7,3,4,30,0.55368
4,20,30,1.5,2.0,aligned,fci,7,3,4,30,0.55368
4,20,30,1.5,2.0,aligned,cdnod_true,7,3,4,30,0.55368
4,20,30,1.5,2.0,aligned,cdnod_est,7,3,4,30,0.55368
4,20,30,1.5,2.0,closed,td_pc,7,3,4,30,0.55368
4,20,30,1.5,2.0,closed,mvpc,7,3,4,30,0.55368
4,20,30,1.5,2.0,closed,fci,7,3,4,30,0.55368
4,20,30,1.5,2.0,closed,cdnod_true,7,3,4,30,0.55368
4,20,30,1.5,2.0,closed,cdnod_est,7,3,4,30,0.55368
