rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
3,30,45,1.5,0.0,aligned,td_pc,9,5,4,45,0.5933883333333333
3,30,45,1.5,0.0,aligned,mvpc,9,5,4,45,0.5933883333333333
3,30,45,1.5,0.0,aligned,fci,9,5,4,45,0.5933883333333333
3,30,45,1.5,0.0,aligned,cdnod_true,9,5,4,45,0.5933883333333333
3,30,45,1.5,0.0,aligned,cdnod_est,9,5,4,45,0.5933883333333333
3,30,45,1.5,0.0,closed,td_pc,7,5,2,45,0.5933883333333333
3,30,45,1.5,0.0,closed,mvpc,7,5,2,45,0.5933883333333333
3,30,45,1.5,0.0,closed,fci,7,5,2,45,0.5933883333333333
3,30,45,1.5,0.0,closed,cdnod_true,7,5,2,45,0.5933883333333333
3,30,45,1.5,0.0,closed,cdnod_est,7,5,2,45,0.5933883333333333
3,30,45,1.5,1.0,aligned,td_pc,8,6,2,45,0.5933883333333333
3,30,45,1.5,1.0,aligned,mvpc,8,6,2,45,0.5933883333333333
3,30,45,1.5,1.0,aligned,fci,9,6,3,45,0.5933883333333333
3,30,45,1.5,1.0,aligned,cdnod_true,8,6,2,45,0.5933883333333333
3,30,45,1.5,1.0,aligned,cdnod_est,8,6,2,45,0.5933883333333333
3,30,45,1.5,1.0,closed,td_pc,8,6,2,45,0.5933883333333333
3,30,45,1.5,1.0,closed,mvpc,8,6,2,45,0.5933883333333333
3,30,45,1.5,1.0,closed,fci,8,6,2,45,0.5933883333333333
3,30,45,1.5,1.0,closed,cdnod_true,8,6,2,45,0.5933883333333333
3,30,45,1.5,1.0,closed,cdnod_est,8,6,2,45,0.5933883333333333
3,30,45,1.5,2.0,aligned,td_pc,8,5,3,45,0.5933883333333333
3,30,45,1.5,2.0,aligned,mvpc,8,5,3,45,0.5933883333333333
3,30,45,1.5,2.0,aligned,fci,9,5,4,45,0.5933883333333333
3,30,45,1.5,2.0,aligned,cdnod_true,8,5,3,45,0.5933883333333333
3,30,45,1.5,2.0,aligned,cdnod_est,8,5,3,45,0.5933883333333333
3,30,45,1.5,2.0,closed,td_pc,11,5,6,45,0.5933883333333333
3,30,45,1.5,2.0,closed,mvpc,11,5,6,45,0.5933883333333333
3,30,45,1.5,2.0,closed,fci,11,5,6,45,0.5933883333333333
3,30,45,1.5,2.0,closed,cdnod_true,11,5,6,45,0.5933883333333333
3,30,45,1.5,2.0,closed,cdnod_est,11,5,6,45,0.5933883333333333
