rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
3,20,50,2.5,0.0,aligned,td_pc,24,21,3,50,0.5549475
3,20,50,2.5,0.0,aligned,mvpc,24,21,3,50,0.5549475
3,20,50,2.5,0.0,aligned,fci,25,21,4,50,0.5549475
3,20,50,2.5,0.0,aligned,cdnod_true,24,21,3,50,0.5549475
3,20,50,2.5,0.0,aligned,cdnod_est,24,21,3,50,0.5549475
3,20,50,2.5,0.0,closed,td_pc,26,21,5,50,0.5549475
3,20,50,2.5,0.0,closed,mvpc,26,21,5,50,0.5549475
3,20,50,2.5,0.0,closed,fci,25,21,4,50,0.5549475
3,20,50,2.5,0.0,closed,cdnod_true,26,21,5,50,0.5549475
3,20,50,2.5,0.0,closed,cdnod_est,26,21,5,50,0.5549475
3,20,50,2.5,1.0,aligned,td_pc,24,21,3,50,0.5549475
3,20,50,2.5,1.0,aligned,mvpc,24,21,3,50,0.5549475
3,20,50,2.5,1.0,aligned,fci,25,21,4,50,0.5549475
3,20,50,2.5,1.0,aligned,cdnod_true,24,21,3,50,0.5549475
3,20,50,2.5,1.0,aligned,cdnod_est,24,21,3,50,0.5549475
3,20,50,2.5,1.0,closed,td_pc,25,21,4,50,0.5549475
3,20,50,2.5,1.0,closed,mvpc,25,21,4,50,0.5549475
3,20,50,2.5,1.0,closed,fci,25,21,4,50,0.5549475
3,20,50,2.5,1.0,closed,cdnod_true,25,21,4,50,0.5549475
3,20,50,2.5,1.0,closed,cdnod_est,25,21,4,50,0.5549475
3,20,50,2.5,2.0,aligned,td_pc,25,21,4,50,0.5549475
3,20,50,2.5,2.0,aligned,mvpc,25,21,4,50,0.5549475
3,20,50,2.5,2.0,aligned,fci,26,21,5,50,0.5549475
3,20,50,2.5,2.0,aligned,cdnod_true,25,21,4,50,0.5549475
3,20,50,2.5,2.0,aligned,cdnod_est,25,21,4,50,0.5549475
3,20,50,2.5,2.0,closed,td_pc,26,21,5,50,0.5549475
3,20,50,2.5,2.0,closed,mvpc,26,21,5,50,0.5549475
3,20,50,2.5,2.0,closed,fci,24,21,3,50,0.5549475
3,20,50,2.5,2.0,closed,cdnod_true,26,21,5,50,0.5549475
3,20,50,2.5,2.0,closed,cdnod_est,26,21,5,50,0.5549475
