rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
4,12,18,1.5,0.0,aligned,td_pc,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,aligned,mvpc,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,aligned,fci,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,aligned,cdnod_true,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,aligned,cdnod_est,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,closed,td_pc,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,closed,mvpc,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,closed,fci,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,closed,cdnod_true,5,4,1,18,0.5454458333333333
4,12,18,1.5,0.0,closed,cdnod_est,5,4,1,18,0.5454458333333333
4,12,18,1.5,1.0,aligned,td_pc,6,4,2,18,0.5454458333333333
4,12,18,1.5,1.0,aligned,mvpc,6,4,2,18,0.5454458333333333
4,12,18,1.5,1.0,aligned,fci,6,4,2,18,0.5454458333333333
4,12,18,1.5,1.0,aligned,cdnod_true,6,4,2,18,0.5454458333333333
4,12,18,1.5,1.0,aligned,cdnod_est,6,4,2,18,0.5454458333333333
4,12,18,1.5,1.0,closed,td_pc,7,4,3,18,0.5454458333333333
4,12,18,1.5,1.0,closed,mvpc,7,4,3,18,0.5454458333333333
4,12,18,1.5,1.0,closed,fci,6,4,2,18,0.5454458333333333
4,12,18,1.5,1.0,closed,cdnod_true,7,4,3,18,0.5454458333333333
4,12,18,1.5,1.0,closed,cdnod_est,7,4,3,18,0.5454458333333333
4,12,18,1.5,2.0,aligned,td_pc,6,4,2,18,0.5454458333333333
4,12,18,1.5,2.0,aligned,mvpc,6,4,2,18,0.5454458333333333
4,12,18,1.5,2.0,aligned,fci,7,4,3,18,0.5454458333333333
4,12,18,1.5,2.0,aligned,cdnod_true,6,4,2,18,0.5454458333333333
4,12,18,1.5,2.0,aligned,cdnod_est,6,4,2,18,0.5454458333333333
4,12,18,1.5,2.0,closed,td_pc,9,4,5,18,0.5454458333333333
4,12,18,1.5,2.0,closed,mvpc,9,4,5,18,0.5454458333333333
4,12,18,1.5,2.0,closed,fci,9,4,5,18,0.5454458333333333
4,12,18,1.5,2.0,closed,cdnod_true,9,4,5,18,0.5454458333333333
4,12,18,1.5,2.0,closed,cdnod_est,9,4,5,18,0.5454458333333333
