rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
0,30,45,1.5,0.0,aligned,td_pc,20,12,8,45,0.594945
0,30,45,1.5,0.0,aligned,mvpc,20,12,8,45,0.594945
0,30,45,1.5,0.0,aligned,fci,20,12,8,45,0.594945
0,30,45,1.5,0.0,aligned,cdnod_true,20,12,8,45,0.594945
0,30,45,1.5,0.0,aligned,cdnod_est,20,12,8,45,0.594945
0,30,45,1.5,0.0,closed,td_pc,19,12,7,45,0.594945
0,30,45,1.5,0.0,closed,mvpc,19,12,7,45,0.594945
0,30,45,1.5,0.0,closed,fci,19,12,7,45,0.594945
0,30,45,1.5,0.0,closed,cdnod_true,19,12,7,45,0.594945
0,30,45,1.5,0.0,closed,cdnod_est,19,12,7,45,0.594945
0,30,45,1.5,1.0,aligned,td_pc,20,12,8,45,0.594945
0,30,45,1.5,1.0,aligned,mvpc,20,12,8,45,0.594945
0,30,45,1.5,1.0,aligned,fci,20,12,8,45,0.594945
0,30,45,1.5,1.0,aligned,cdnod_true,20,12,8,45,0.594945
0,30,45,1.5,1.0,aligned,cdnod_est,20,12,8,45,0.594945
0,30,45,1.5,1.0,closed,td_pc,19,12,7,45,0.594945
0,30,45,1.5,1.0,closed,mvpc,19,12,7,45,0.594945
0,30,45,1.5,1.0,closed,fci,19,12,7,45,0.594945
0,30,45,1.5,1.0,closed,cdnod_true,19,12,7,45,0.594945
0,30,45,1.5,1.0,closed,cdnod_est,19,12,7,45,0.594945
0,30,45,1.5,2.0,aligned,td_pc,20,15,5,45,0.594945
0,30,45,1.5,2.0,aligned,mvpc,20,15,5,45,0.594945
0,30,45,1.5,2.0,aligned,fci,20,15,5,45,0.594945
0,30,45,1.5,2.0,aligned,cdnod_true,20,15,5,45,0.594945
0,30,45,1.5,2.0,aligned,cdnod_est,20,15,5,45,0.594945
0,30,45,1.5,2.0,closed,td_pc,20,15,5,45,0.594945
0,30,45,1.5,2.0,closed,mvpc,20,15,5,45,0.594945
0,30,45,1.5,2.0,closed,fci,20,15,5,45,0.594945
0,30,45,1.5,2.0,closed,cdnod_true,20,15,5,45,0.594945
0,30,45,1.5,2.0,closed,cdnod_est,20,15,5,45,0.594945
