rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
1,20,30,1.5,0.0,aligned,td_pc,11,8,3,30,0.5537325
1,20,30,1.5,0.0,aligned,mvpc,11,8,3,30,0.5537325
1,20,30,1.5,0.0,aligned,fci,10,8,2,30,0.5537325
1,20,30,1.5,0.0,aligned,cdnod_true,11,8,3,30,0.5537325
1,20,30,1.5,0.0,aligned,cdnod_est,11,8,3,30,0.5537325
1,20,30,1.5,0.0,closed,td_pc,12,8,4,30,0.5537325
1,20,30,1.5,0.0,closed,mvpc,12,8,4,30,0.5537325
1,20,30,1.5,0.0,closed,fci,12,8,4,30,0.5537325
1,20,30,1.5,0.0,closed,cdnod_true,12,8,4,30,0.5537325
1,20,30,1.5,0.0,closed,cdnod_est,12,8,4,30,0.5537325
1,20,30,1.5,1.0,aligned,td_pc,11,8,3,30,0.5537325
1,20,30,1.5,1.0,aligned,mvpc,11,8,3,30,0.5537325
1,20,30,1.5,1.0,aligned,fci,10,8,2,30,0.5537325
1,20,30,1.5,1.0,aligned,cdnod_true,11,8,3,30,0.5537325
1,20,30,1.5,1.0,aligned,cdnod_est,11,8,3,30,0.5537325
1,20,30,1.5,1.0,closed,td_pc,12,8,4,30,0.5537325
1,20,30,1.5,1.0,closed,mvpc,12,8,4,30,0.5537325
1,20,30,1.5,1.0,closed,fci,12,8,4,30,0.5537325
1,20,30,1.5,1.0,closed,cdnod_true,12,8,4,30,0.5537325
1,20,30,1.5,1.0,closed,cdnod_est,12,8,4,30,0.5537325
1,20,30,1.5,2.0,aligned,td_pc,11,8,3,30,0.5537325
1,20,30,1.5,2.0,aligned,mvpc,11,8,3,30,0.5537325
1,20,30,1.5,2.0,aligned,fci,11,8,3,30,0.5537325
1,20,30,1.5,2.0,aligned,cdnod_true,11,8,3,30,0.5537325
1,20,30,1.5,2.0,aligned,cdnod_est,11,8,3,30,0.5537325
1,20,30,1.5,2.0,closed,td_pc,9,8,1,30,0.5537325
1,20,30,1.5,2.0,closed,mvpc,9,8,1,30,0.5537325
1,20,30,1.5,2.0,closed,fci,9,8,1,30,0.5537325
1,20,30,1.5,2.0,closed,cdnod_true,9,8,1,30,0.5537325
1,20,30,1.5,2.0,closed,cdnod_est,9,8,1,30,0.5537325
