rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
8,12,18,1.5,0.0,aligned,td_pc,2,1,1,18,0.5454958333333333
8,12,18,1.5,0.0,aligned,mvpc,2,1,1,18,0.5454958333333333
8,12,18,1.5,0.0,aligned,fci,3,1,2,18,0.5454958333333333
8,12,18,1.5,0.0,aligned,cdnod_true,2,1,1,18,0.5454958333333333
8,12,18,1.5,0.0,aligned,cdnod_est,2,1,1,18,0.5454958333333333
8,12,18,1.5,0.0,closed,td_pc,2,1,1,18,0.5454958333333333
8,12,18,1.5,0.0,closed,mvpc,2,1,1,18,0.5454958333333333
8,12,18,1.5,0.0,closed,fci,2,1,1,18,0.5454958333333333
8,12,18,1.5,0.0,closed,cdnod_true,2,1,1,18,0.5454958333333333
8,12,18,1.5,0.0,closed,cdnod_est,2,1,1,18,0.5454958333333333
8,12,18,1.5,1.0,aligned,td_pc,2,1,1,18,0.5454958333333333
8,12,18,1.5,1.0,aligned,mvpc,2,1,1,18,0.5454958333333333
8,12,18,1.5,1.0,aligned,fci,3,1,2,18,0.5454958333333333
8,12,18,1.5,1.0,aligned,cdnod_true,2,1,1,18,0.5454958333333333
8,12,18,1.5,1.0,aligned,cdnod_est,2,1,1,18,0.5454958333333333
8,12,18,1.5,1.0,closed,td_pc,2,1,1,18,0.5454958333333333
8,12,18,1.5,1.0,closed,mvpc,2,1,1,18,0.5454958333333333
8,12,18,1.5,1.0,closed,fci,3,1,2,18,0.5454958333333333
8,12,18,1.5,1.0,closed,cdnod_true,2,1,1,18,0.5454958333333333
8,12,18,1.5,1.0,closed,cdnod_est,2,1,1,18,0.5454958333333333
8,12,18,1.5,2.0,aligned,td_pc,2,1,1,18,0.5454958333333333
8,12,18,1.5,2.0,aligned,mvpc,2,1,1,18,0.5454958333333333
8,12,18,1.5,2.0,aligned,fci,3,1,2,18,0.5454958333333333
8,12,18,1.5,2.0,aligned,cdnod_true,2,1,1,18,0.5454958333333333
8,12,18,1.5,2.0,aligned,cdnod_est,2,1,1,18,0.5454958333333333
8,12,18,1.5,2.0,closed,td_pc,3,1,2,18,0.5454958333333333
8,12,18,1.5,2.0,closed,mvpc,3,1,2,18,0.5454958333333333
8,12,18,1.5,2.0,closed,fci,3,1,2,18,0.5454958333333333
8,12,18,1.5,2.0,closed,cdnod_true,3,1,2,18,0.5454958333333333
8,12,18,1.5,2.0,closed,cdnod_est,3,1,2,18,0.5454958333333333
