rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
2,20,50,2.5,0.0,aligned,td_pc,29,32,-3,50,0.552375
2,20,50,2.5,0.0,aligned,mvpc,29,32,-3,50,0.552375
2,20,50,2.5,0.0,aligned,fci,28,32,-4,50,0.552375
2,20,50,2.5,0.0,aligned,cdnod_true,29,32,-3,50,0.552375
2,20,50,2.5,0.0,aligned,cdnod_est,29,32,-3,50,0.552375
2,20,50,2.5,0.0,closed,td_pc,28,32,-4,50,0.552375
2,20,50,2.5,0.0,closed,mvpc,28,32,-4,50,0.552375
2,20,50,2.5,0.0,closed,fci,29,32,-3,50,0.552375
2,20,50,2.5,0.0,closed,cdnod_true,28,32,-4,50,0.552375
2,20,50,2.5,0.0,closed,cdnod_est,28,32,-4,50,0.552375
2,20,50,2.5,1.0,aligned,td_pc,30,32,-2,50,0.552375
2,20,50,2.5,1.0,aligned,mvpc,30,32,-2,50,0.552375
2,20,50,2.5,1.0,aligned,fci,30,32,-2,50,0.552375
2,20,50,2.5,1.0,aligned,cdnod_true,30,32,-2,50,0.552375
2,20,50,2.5,1.0,aligned,cdnod_est,30,32,-2,50,0.552375
2,20,50,2.5,1.0,closed,td_pc,31,32,-1,50,0.552375
2,20,50,2.5,1.0,closed,mvpc,31,32,-1,50,0.552375
2,20,50,2.5,1.0,closed,fci,29,32,-3,50,0.552375
2,20,50,2.5,1.0,closed,cdnod_true,31,32,-1,50,0.552375
2,20,50,2.5,1.0,closed,cdnod_est,31,32,-1,50,0.552375
2,20,50,2.5,2.0,aligned,td_pc,29,30,-1,50,0.552375
2,20,50,2.5,2.0,aligned,mvpc,29,30,-1,50,0.552375
2,20,50,2.5,2.0,aligned,fci,27,30,-3,50,0.552375
2,20,50,2.5,2.0,aligned,cdnod_true,29,30,-1,50,0.552375
2,20,50,2.5,2.0,aligned,cdnod_est,29,30,-1,50,0.552375
2,20,50,2.5,2.0,closed,td_pc,29,30,-1,50,0.552375
2,20,50,2.5,2.0,closed,mvpc,29,30,-1,50,0.552375
2,20,50,2.5,2.0,closed,fci,29,30,-1,50,0.552375
2,20,50,2.5,2.0,closed,cdnod_true,29,30,-1,50,0.552375
2,20,50,2.5,2.0,closed,cdnod_est,29,30,-1,50,0.552375
