rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
7,12,18,1.5,0.0,aligned,td_pc,4,2,2,18,0.5453916666666667
7,12,18,1.5,0.0,aligned,mvpc,4,2,2,18,0.5453916666666667
7,12,18,1.5,0.0,aligned,fci,4,2,2,18,0.5453916666666667
7,12,18,1.5,0.0,aligned,cdnod_true,4,2,2,18,0.5453916666666667
7,12,18,1.5,0.0,aligned,cdnod_est,4,2,2,18,0.5453916666666667
7,12,18,1.5,0.0,closed,td_pc,3,2,1,18,0.5453916666666667
7,12,18,1.5,0.0,closed,mvpc,3,2,1,18,0.5453916666666667
7,12,18,1.5,0.0,closed,fci,4,2,2,18,0.5453916666666667
7,12,18,1.5,0.0,closed,cdnod_true,3,2,1,18,0.5453916666666667
7,12,18,1.5,0.0,closed,cdnod_est,3,2,1,18,0.5453916666666667
7,12,18,1.5,1.0,aligned,td_pc,4,2,2,18,0.5453916666666667
7,12,18,1.5,1.0,aligned,mvpc,4,2,2,18,0.5453916666666667
7,12,18,1.5,1.0,aligned,fci,4,2,2,18,0.5453916666666667
7,12,18,1.5,1.0,aligned,cdnod_true,4,2,2,18,0.5453916666666667
7,12,18,1.5,1.0,aligned,cdnod_est,4,2,2,18,0.5453916666666667
7,12,18,1.5,1.0,closed,td_pc,5,2,3,18,0.5453916666666667
7,12,18,1.5,1.0,closed,mvpc,5,2,3,18,0.5453916666666667
7,12,18,1.5,1.0,closed,fci,5,2,3,18,0.5453916666666667
7,12,18,1.5,1.0,closed,cdnod_true,5,2,3,18,0.5453916666666667
7,12,18,1.5,1.0,closed,cdnod_est,5,2,3,18,0.5453916666666667
7,12,18,1.5,2.0,aligned,td_pc,3,2,1,18,0.5453916666666667
7,12,18,1.5,2.0,aligned,mvpc,3,2,1,18,0.5453916666666667
7,12,18,1.5,2.0,aligned,fci,3,2,1,18,0.5453916666666667
7,12,18,1.5,2.0,aligned,cdnod_true,3,2,1,18,0.5453916666666667
7,12,18,1.5,2.0,aligned,cdnod_est,3,2,1,18,0.5453916666666667
7,12,18,1.5,2.0,closed,td_pc,4,2,2,18,0.5453916666666667
7,12,18,1.5,2.0,closed,mvpc,4,2,2,18,0.5453916666666667
7,12,18,1.5,2.0,closed,fci,4,2,2,18,0.5453916666666667
7,12,18,1.5,2.0,closed,cdnod_true,4,2,2,18,0.5453916666666667
7,12,18,1.5,2.0,closed,cdnod_est,4,2,2,18,0.5453916666666667
