rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
4,30,45,1.5,0.0,aligned,td_pc,11,3,8,45,0.59271
4,30,45,1.5,0.0,aligned,mvpc,11,3,8,45,0.59271
4,30,45,1.5,0.0,aligned,fci,13,3,10,45,0.59271
4,30,45,1.5,0.0,aligned,cdnod_true,11,3,8,45,0.59271
4,30,45,1.5,0.0,aligned,cdnod_est,11,3,8,45,0.59271
4,30,45,1.5,0.0,closed,td_pc,10,3,7,45,0.59271
4,30,45,1.5,0.0,closed,mvpc,10,3,7,45,0.59271
4,30,45,1.5,0.0,closed,fci,11,3,8,45,0.59271
4,30,45,1.5,0.0,closed,cdnod_true,10,3,7,45,0.59271
4,30,45,1.5,0.0,closed,cdnod_est,10,3,7,45,0.59271
4,30,45,1.5,1.0,aligned,td_pc,11,3,8,45,0.59271
4,30,45,1.5,1.0,aligned,mvpc,11,3,8,45,0.59271
4,30,45,1.5,1.0,aligned,fci,13,3,10,45,0.59271
4,30,45,1.5,1.0,aligned,cdnod_true,11,3,8,45,0.59271
4,30,45,1.5,1.0,aligned,cdnod_est,11,3,8,45,0.59271
4,30,45,1.5,1.0,closed,td_pc,11,3,8,45,0.59271
4,30,45,1.5,1.0,closed,mvpc,11,3,8,45,0.59271
4,30,45,1.5,1.0,closed,fci,11,3,8,45,0.59271
4,30,45,1.5,1.0,closed,cdnod_true,11,3,8,45,0.59271
4,30,45,1.5,1.0,closed,cdnod_est,11,3,8,45,0.59271
4,30,45,1.5,2.0,aligned,td_pc,11,3,8,45,0.59271
4,30,45,1.5,2.0,aligned,mvpc,11,3,8,45,0.59271
4,30,45,1.5,2.0,aligned,fci,12,3,9,45,0.59271
4,30,45,1.5,2.0,aligned,cdnod_true,11,3,8,45,0.59271
4,30,45,1.5,2.0,aligned,cdnod_est,11,3,8,45,0.59271
4,30,45,1.5,2.0,closed,td_pc,11,3,8,45,0.59271
4,30,45,1.5,2.0,closed,mvpc,11,3,8,45,0.59271
4,30,45,1.5,2.0,closed,fci,12,3,9,45,0.59271
4,30,45,1.5,2.0,closed,cdnod_true,11,3,8,45,0.59271
4,30,45,1.5,2.0,closed,cdnod_est,11,3,8,45,0.59271
