rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
1,30,45,1.5,0.0,aligned,td_pc,16,6,10,45,0.5920833333333333
1,30,45,1.5,0.0,aligned,mvpc,16,6,10,45,0.5920833333333333
1,30,45,1.5,0.0,aligned,fci,16,6,10,45,0.5920833333333333
1,30,45,1.5,0.0,aligned,cdnod_true,16,6,10,45,0.5920833333333333
1,30,45,1.5,0.0,aligned,cdnod_est,16,6,10,45,0.5920833333333333
1,30,45,1.5,0.0,closed,td_pc,16,6,10,45,0.5920833333333333
1,30,45,1.5,0.0,closed,mvpc,16,6,10,45,0.5920833333333333
1,30,45,1.5,0.0,closed,fci,17,6,11,45,0.5920833333333333
1,30,45,1.5,0.0,closed,cdnod_true,16,6,10,45,0.5920833333333333
1,30,45,1.5,0.0,closed,cdnod_est,16,6,10,45,0.5920833333333333
1,30,45,1.5,1.0,aligned,td_pc,15,6,9,45,0.5920833333333333
1,30,45,1.5,1.0,aligned,mvpc,15,6,9,45,0.5920833333333333
1,30,45,1.5,1.0,aligned,fci,15,6,9,45,0.5920833333333333
1,30,45,1.5,1.0,aligned,cdnod_true,15,6,9,45,0.5920833333333333
1,30,45,1.5,1.0,aligned,cdnod_est,15,6,9,45,0.5920833333333333
1,30,45,1.5,1.0,closed,td_pc,14,6,8,45,0.5920833333333333
1,30,45,1.5,1.0,closed,mvpc,14,6,8,45,0.5920833333333333
1,30,45,1.5,1.0,closed,fci,13,6,7,45,0.5920833333333333
1,30,45,1.5,1.0,closed,cdnod_true,14,6,8,45,0.5920833333333333
1,30,45,1.5,1.0,closed,cdnod_est,14,6,8,45,0.5920833333333333
1,30,45,1.5,2.0,aligned,td_pc,13,6,7,45,0.5920833333333333
1,30,45,1.5,2.0,aligned,mvpc,13,6,7,45,0.5920833333333333
1,30,45,1.5,2.0,aligned,fci,13,6,7,45,0.5920833333333333
1,30,45,1.5,2.0,aligned,cdnod_true,13,6,7,45,0.5920833333333333
1,30,45,1.5,2.0,aligned,cdnod_est,13,6,7,45,0.5920833333333333
1,30,45,1.5,2.0,closed,td_pc,16,6,10,45,0.5920833333333333
1,30,45,1.5,2.0,closed,mvpc,16,6,10,45,0.5920833333333333
1,30,45,1.5,2.0,closed,fci,16,6,10,45,0.5920833333333333
1,30,45,1.5,2.0,closed,cdnod_true,16,6,10,45,0.5920833333333333
1,30,45,1.5,2.0,closed,cdnod_est,16,6,10,45,0.5920833333333333
