rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
9,30,45,1.5,0.0,aligned,td_pc,7,3,4,45,0.5925216666666666
9,30,45,1.5,0.0,aligned,mvpc,7,3,4,45,0.5925216666666666
9,30,45,1.5,0.0,aligned,fci,7,3,4,45,0.5925216666666666
9,30,45,1.5,0.0,aligned,cdnod_true,7,3,4,45,0.5925216666666666
9,30,45,1.5,0.0,aligned,cdnod_est,7,3,4,45,0.5925216666666666
9,30,45,1.5,0.0,closed,td_pc,5,3,2,45,0.5925216666666666
9,30,45,1.5,0.0,closed,mvpc,5,3,2,45,0.5925216666666666
9,30,45,1.5,0.0,closed,fci,5,3,2,45,0.5925216666666666
9,30,45,1.5,0.0,closed,cdnod_true,5,3,2,45,0.5925216666666666
9,30,45,1.5,0.0,closed,cdnod_est,5,3,2,45,0.5925216666666666
9,30,45,1.5,1.0,aligned,td_pc,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,aligned,mvpc,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,aligned,fci,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,aligned,cdnod_true,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,aligned,cdnod_est,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,closed,td_pc,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,closed,mvpc,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,closed,fci,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,closed,cdnod_true,7,3,4,45,0.5925216666666666
9,30,45,1.5,1.0,closed,cdnod_est,7,3,4,45,0.5925216666666666
9,30,45,1.5,2.0,aligned,td_pc,7,5,2,45,0.5925216666666666
9,30,45,1.5,2.0,aligned,mvpc,7,5,2,45,0.5925216666666666
9,30,45,1.5,2.0,aligned,fci,7,5,2,45,0.5925216666666666
9,30,45,1.5,2.0,aligned,cdnod_true,7,5,2,45,0.5925216666666666
9,30,45,1.5,2.0,aligned,cdnod_est,7,5,2,45,0.5925216666666666
9,30,45,1.5,2.0,closed,td_pc,6,5,1,45,0.5925216666666666
9,30,45,1.5,2.0,closed,mvpc,6,5,1,45,0.5925216666666666
9,30,45,1.5,2.0,closed,fci,6,5,1,45,0.5925216666666666
9,30,45,1.5,2.0,closed,cdnod_true,6,5,1,45,0.5925216666666666
9,30,45,1.5,2.0,closed,cdnod_est,6,5,1,45,0.5925216666666666
