rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
3,20,30,1.5,0.0,aligned,td_pc,8,4,4,30,0.5549475
3,20,30,1.5,0.0,aligned,mvpc,8,4,4,30,0.5549475
3,20,30,1.5,0.0,aligned,fci,9,4,5,30,0.5549475
3,20,30,1.5,0.0,aligned,cdnod_true,8,4,4,30,0.5549475
3,20,30,1.5,0.0,aligned,cdnod_est,8,4,4,30,0.5549475
3,20,30,1.5,0.0,closed,td_pc,11,4,7,30,0.5549475
3,20,30,1.5,0.0,closed,mvpc,11,4,7,30,0.5549475
3,20,30,1.5,0.0,closed,fci,11,4,7,30,0.5549475
3,20,30,1.5,0.0,closed,cdnod_true,11,4,7,30,0.5549475
3,20,30,1.5,0.0,closed,cdnod_est,11,4,7,30,0.5549475
3,20,30,1.5,1.0,aligned,td_pc,8,6,2,30,0.5549475
3,20,30,1.5,1.0,aligned,mvpc,8,6,2,30,0.5549475
3,20,30,1.5,1.0,aligned,fci,9,6,3,30,0.5549475
3,20,30,1.5,1.0,aligned,cdnod_true,8,6,2,30,0.5549475
3,20,30,1.5,1.0,aligned,cdnod_est,8,6,2,30,0.5549475
3,20,30,1.5,1.0,closed,td_pc,9,6,3,30,0.5549475
3,20,30,1.5,1.0,closed,mvpc,9,6,3,30,0.5549475
3,20,30,1.5,1.0,closed,fci,10,6,4,30,0.5549475
3,20,30,1.5,1.0,closed,cdnod_true,9,6,3,30,0.5549475
3,20,30,1.5,1.0,closed,cdnod_est,9,6,3,30,0.5549475
3,20,30,1.5,2.0,aligned,td_pc,8,8,0,30,0.5549475
3,20,30,1.5,2.0,aligned,mvpc,8,8,0,30,0.5549475
3,20,30,1.5,2.0,aligned,fci,9,8,1,30,0.5549475
3,20,30,1.5,2.0,aligned,cdnod_true,8,8,0,30,0.5549475
3,20,30,1.5,2.0,aligned,cdnod_est,8,8,0,30,0.5549475
3,20,30,1.5,2.0,closed,td_pc,9,8,1,30,0.5549475
3,20,30,1.5,2.0,closed,mvpc,9,8,1,30,0.5549475
3,20,30,1.5,2.0,closed,fci,9,8,1,30,0.5549475
3,20,30,1.5,2.0,closed,cdnod_true,9,8,1,30,0.5549475
3,20,30,1.5,2.0,closed,cdnod_est,9,8,1,30,0.5549475
