rep,p,edges,density,gamma,alignment,arm,shd,shd_complete,excess,n_true_edges,miss_rate
0,12,18,1.5,0.0,aligned,td_pc,4,1,3,18,0.5478
0,12,18,1.5,0.0,aligned,mvpc,4,1,3,18,0.5478
0,12,18,1.5,0.0,aligned,fci,4,1,3,18,0.5478
0,12,18,1.5,0.0,aligned,cdnod_true,4,1,3,18,0.5478
0,12,18,1.5,0.0,aligned,cdnod_est,4,1,3,18,0.5478
0,12,18,1.5,0.0,closed,td_pc,5,1,4,18,0.5478
0,12,18,1.5,0.0,closed,mvpc,5,1,4,18,0.5478
0,12,18,1.5,0.0,closed,fci,5,1,4,18,0.5478
0,12,18,1.5,0.0,closed,cdnod_true,5,1,4,18,0.5478
0,12,18,1.5,0.0,closed,cdnod_est,5,1,4,18,0.5478
0,12,18,1.5,1.0,aligned,td_pc,6,2,4,18,0.5478
0,12,18,1.5,1.0,aligned,mvpc,6,2,4,18,0.5478
0,12,18,1.5,1.0,aligned,fci,6,2,4,18,0.5478
0,12,18,1.5,1.0,aligned,cdnod_true,6,2,4,18,0.5478
0,12,18,1.5,1.0,aligned,cdnod_est,6,2,4,18,0.5478
0,12,18,1.5,1.0,closed,td_pc,6,2,4,18,0.5478
0,12,18,1.5,1.0,closed,mvpc,6,2,4,18,0.5478
0,12,18,1.5,1.0,closed,fci,6,2,4,18,0.5478
0,12,18,1.5,1.0,closed,cdnod_true,6,2,4,18,0.5478
0,12,18,1.5,1.0,closed,cdnod_est,6,2,4,18,0.5478
0,12,18,1.5,2.0,aligned,td_pc,6,3,3,18,0.5478
0,12,18,1.5,2.0,aligned,mvpc,6,3,3,18,0.5478
0,12,18,1.5,2.0,aligned,fci,6,3,3,18,0.5478
0,12,18,1.5,2.0,aligned,cdnod_true,6,3,3,18,0.5478
0,12,18,1.5,2.0,aligned,cdnod_est,6,3,3,18,0.5478
0,12,18,1.5,2.0,closed,td_pc,6,3,3,18,0.5478
0,12,18,1.5,2.0,closed,mvpc,6,3,3,18,0.5478
0,12,18,1.5,2.0,closed,fci,6,3,3,18,0.5478
0,12,18,1.5,2.0,closed,cdnod_true,6,3,3,18,0.5478
0,12,18,1.5,2.0,closed,cdnod_est,6,3,3,18,0.5478
