rep,gamma,alignment,selfmask,n_indicators_with_parent,n_parent_pairs,share_affected,share_child,n_affected,standin,miss_rate
28,0.0,aligned,0,1,1,1.0,0.0,12,0,0.47226666666666667
28,0.0,closed,0,0,0,nan,nan,12,1,0.47226666666666667
28,1.0,aligned,0,3,4,1.0,0.5,12,10,0.47226666666666667
28,1.0,closed,0,2,2,1.0,0.5,12,0,0.47226666666666667
28,2.0,aligned,0,6,6,1.0,0.8333333333333334,12,11,0.47226666666666667
28,2.0,closed,0,0,0,nan,nan,12,0,0.47226666666666667
28,1.0,aligned,1,10,18,1.0,0.3333333333333333,12,7,0.496125
28,1.0,closed,1,9,14,1.0,0.35714285714285715,12,0,0.49630833333333335
