rep,gamma,alignment,selfmask,n_indicators_with_parent,n_parent_pairs,share_affected,share_child,n_affected,standin,miss_rate
37,0.0,aligned,0,1,1,1.0,0.0,11,0,0.47153333333333336
37,0.0,closed,0,2,2,1.0,0.5,11,0,0.47153333333333336
37,1.0,aligned,0,6,8,1.0,0.75,11,3,0.47153333333333336
37,1.0,closed,0,2,2,1.0,0.0,11,0,0.47153333333333336
37,2.0,aligned,0,10,14,1.0,0.8571428571428571,11,11,0.47153333333333336
37,2.0,closed,0,0,0,nan,nan,11,0,0.47153333333333336
37,1.0,aligned,1,9,11,1.0,0.45454545454545453,11,5,0.49494166666666667
37,1.0,closed,1,8,8,1.0,0.375,11,0,0.4948416666666667
