rep,gamma,alignment,selfmask,n_indicators_with_parent,n_parent_pairs,share_affected,share_child,n_affected,standin,miss_rate
29,0.0,aligned,0,0,0,nan,nan,11,0,0.4699041666666667
29,0.0,closed,0,0,0,nan,nan,11,0,0.4699041666666667
29,1.0,aligned,0,7,8,1.0,0.25,11,8,0.4699041666666667
29,1.0,closed,0,1,1,1.0,0.0,11,0,0.4699041666666667
29,2.0,aligned,0,6,7,1.0,0.2857142857142857,11,11,0.4699041666666667
29,2.0,closed,0,2,2,1.0,0.0,11,0,0.4699041666666667
29,1.0,aligned,1,9,17,1.0,0.4117647058823529,11,5,0.4937958333333333
29,1.0,closed,1,8,16,1.0,0.5,11,0,0.49396666666666667
