rep,gamma,alignment,selfmask,n_indicators_with_parent,n_parent_pairs,share_affected,share_child,n_affected,standin,miss_rate
39,0.0,aligned,0,0,0,nan,nan,12,0,0.47055
39,0.0,closed,0,1,1,1.0,0.0,12,0,0.47055
39,1.0,aligned,0,5,5,1.0,0.8,12,7,0.47055
39,1.0,closed,0,1,1,1.0,1.0,12,0,0.47055
39,2.0,aligned,0,8,9,1.0,0.6666666666666666,12,10,0.47055
39,2.0,closed,0,0,0,nan,nan,12,0,0.47055
39,1.0,aligned,1,7,10,1.0,0.3,12,3,0.49435
39,1.0,closed,1,6,10,1.0,0.3,12,0,0.49462083333333334
