rep,gamma,alignment,estimator,pair,signed_err,truth,miss_rate
17,0.0,aligned,available,0,-0.0003973267446168993,-0.7708443417825757,0.4690875
17,0.0,aligned,available,1,-0.000755559289844776,0.4609372710750881,0.4690875
17,0.0,aligned,available,2,0.01327109916021485,-0.6241437320269175,0.4690875
17,0.0,aligned,available,3,-0.009078580239349043,-0.5382247236531083,0.4690875
17,0.0,aligned,available,4,-0.010843502564861385,0.5034759960070803,0.4690875
17,0.0,aligned,available,5,0.002282937798467888,-0.47021205348819034,0.4690875
17,0.0,aligned,available,6,0.0031183273629998842,0.6098538578797585,0.4690875
17,0.0,aligned,available,7,-0.002949566531758152,-0.6278290727915167,0.4690875
17,0.0,aligned,available,8,0.004213826712510749,-0.4556144470027392,0.4690875
17,0.0,aligned,available,9,-0.002567380445213985,0.4490502273281969,0.4690875
17,0.0,aligned,available,10,0.006404277025803479,-0.003108376086095883,0.4690875
17,0.0,aligned,available,11,-0.005593281303170938,-0.5941249765828395,0.4690875
17,0.0,aligned,available,12,0.003719117762597035,0.8077426902250604,0.4690875
17,0.0,aligned,available,13,0.005337642535239717,0.6958289935686736,0.4690875
17,0.0,aligned,available,14,0.004308181970973712,-0.6617419775956974,0.4690875
17,0.0,aligned,available,15,-0.002497386525928791,0.6129437980108835,0.4690875
17,0.0,aligned,available,16,0.0021798561802582883,-0.7901812679724961,0.4690875
17,0.0,aligned,available,17,0.003059223474434214,0.8106899303345151,0.4690875
17,0.0,aligned,available,18,-0.00398602633159284,0.5859292587325479,0.4690875
17,0.0,aligned,available,19,0.0009050087571320642,-0.5784730300810572,0.4690875
17,0.0,aligned,available,20,0.004582349903406066,0.001879287337730826,0.4690875
17,0.0,aligned,available,21,-0.007241074302374084,-0.8712721533139707,0.4690875
17,0.0,aligned,available,22,-0.0021794857582631,-0.8864581763844532,0.4690875
17,0.0,aligned,available,23,0.013259252612691619,0.3919270758308654,0.4690875
17,0.0,aligned,available,24,-0.011031162380595233,-0.22030460151137526,0.4690875
17,0.0,aligned,available,25,0.004067100260333023,0.3260547191255439,0.4690875
17,0.0,aligned,available,26,-0.0022819073581732408,-0.847991307958961,0.4690875
