rep,gamma,alignment,estimator,pair,signed_err,truth,miss_rate
14,0.0,aligned,available,0,-0.0029037624306423784,-0.010182953407999849,0.4711166666666667
14,0.0,aligned,available,1,-0.008319895829034363,-0.6346022267066558,0.4711166666666667
14,0.0,aligned,available,2,0.0007487946416774305,-0.8354890024978484,0.4711166666666667
14,0.0,aligned,available,3,0.0023935847925489195,0.9076785217523797,0.4711166666666667
14,0.0,aligned,available,4,0.01302320599706362,0.00022815714293822586,0.4711166666666667
14,0.0,aligned,available,5,5.390982231623376e-06,0.8170030773858684,0.4711166666666667
14,0.0,aligned,available,6,-0.005154395740676554,-0.8581504709569038,0.4711166666666667
14,0.0,aligned,available,7,0.0025723579378776895,0.8279937414546115,0.4711166666666667
14,0.0,aligned,available,8,0.002671670643062063,0.7444229526624094,0.4711166666666667
14,0.0,aligned,available,9,0.00264386848963698,0.0008943503284017765,0.4711166666666667
14,0.0,aligned,available,10,0.002086414610390941,0.92744348573598,0.4711166666666667
14,0.0,aligned,available,11,0.004910708626679805,-0.3041799612308091,0.4711166666666667
14,0.0,aligned,available,12,0.004140500840007734,0.011846329418111723,0.4711166666666667
14,0.0,aligned,available,13,0.008094706527813043,-0.008541755083864365,0.4711166666666667
14,0.0,aligned,available,14,0.009007501819313292,-0.0051233674717134315,0.4711166666666667
14,0.0,aligned,available,15,-0.01326191118468717,-0.00874510288987235,0.4711166666666667
14,0.0,aligned,available,16,-0.0042870787686026144,0.00862174766508611,0.4711166666666667
14,0.0,aligned,available,17,-0.0018405814765343246,-0.0015844178102970342,0.4711166666666667
14,0.0,aligned,available,18,0.0068137730728601575,0.13615390392815863,0.4711166666666667
14,0.0,aligned,available,19,0.0007678689829297969,0.0011652644899299552,0.4711166666666667
14,0.0,aligned,available,20,-0.0022889380257240105,-0.01083000210404341,0.4711166666666667
14,0.0,aligned,available,21,0.0033117168165490707,0.6193364517556541,0.4711166666666667
14,0.0,aligned,available,22,-0.0022187584109105707,-0.6500732973670513,0.4711166666666667
14,0.0,aligned,available,23,-0.004889639236962646,0.0048542952958668985,0.4711166666666667
14,0.0,aligned,available,24,0.0023606059702276916,-0.7737739044841981,0.4711166666666667
14,0.0,aligned,available,25,5.9882897398888524e-05,0.5889006003941836,0.4711166666666667
14,0.0,aligned,available,26,0.00033109428031530275,-0.5808521429143119,0.4711166666666667
14,0.0,aligned,available,27,-0.0024560799691306645,-0.7981909323730767,0.4711166666666667
14,0.0,aligned,available,28,0.0005954264099540321,0.005742447562074404,0.4711166666666667
14,0.0,aligned,available,29,-0.009343712908561286,-0.5873631331169804,0.4711166666666667
14,0.0,aligned,available,30,-0.0020833499236818653,-0.8839864676630211,0.4711166666666667
14,0.0,aligned,available,31,-0.020386773149245224,0.0059414173953160065,0.4711166666666667
14,0.0,aligned,available,32,0.007408508769312538,-0.7998011751003709,0.4711166666666667
14,0.0,aligned,available,33,-0.005803066530041923,0.6054746941876359,0.4711166666666667
14,0.0,aligned,available,34,0.00785685481054954,-0.673400579114044,0.4711166666666667
14,0.0,aligned,available,35,-0.011839353067275238,-0.8234419337093023,0.4711166666666667
14,0.0,aligned,available,36,-0.006318501113100335,0.004401883161993159,0.4711166666666667
14,0.0,aligned,available,37,-0.004340822159890734,-0.771346001764901,0.4711166666666667
14,0.0,aligned,available,38,0.004879107054553757,-0.0010508137689970037,0.4711166666666667
14,0.0,aligned,available,39,0.001438703041506173,0.8366104847229918,0.4711166666666667
