rep,gamma,alignment,estimator,pair,signed_err,truth,miss_rate
16,0.0,aligned,available,0,0.0013271970832494095,-0.01943705126649003,0.47197916666666667
16,0.0,aligned,available,1,0.0043380175069582805,0.4289690365411926,0.47197916666666667
16,0.0,aligned,available,2,-0.004054245992144212,-0.7590319922039962,0.47197916666666667
16,0.0,aligned,available,3,0.016061302775432412,0.21389292119710568,0.47197916666666667
16,0.0,aligned,available,4,-0.005436184478057906,0.005591977402284646,0.47197916666666667
16,0.0,aligned,available,5,-0.0022008642866234718,-0.7204072644186227,0.47197916666666667
16,0.0,aligned,available,6,0.01392716056405971,0.19133473886247385,0.47197916666666667
16,0.0,aligned,available,7,0.003590809709341558,0.7685698952454872,0.47197916666666667
16,0.0,aligned,available,8,0.0024477525839385894,-0.8805409393023526,0.47197916666666667
16,0.0,aligned,available,9,0.007488382791520198,-0.27152685507811253,0.47197916666666667
16,0.0,aligned,available,10,0.007842440643276667,0.0021199699450711175,0.47197916666666667
16,0.0,aligned,available,11,0.006488699023669829,-0.012031274022744967,0.47197916666666667
16,0.0,aligned,available,12,-0.026396493250163338,0.015116012964256114,0.47197916666666667
16,0.0,aligned,available,13,-0.003687044678677488,-0.00796776681677801,0.47197916666666667
16,0.0,aligned,available,14,-0.010504617303365212,0.006398758400045258,0.47197916666666667
16,0.0,aligned,available,15,-0.013175250863982649,0.01386296995522758,0.47197916666666667
16,0.0,aligned,available,16,0.004885728297675133,-0.006732178600823482,0.47197916666666667
16,0.0,aligned,available,17,0.02409788680778164,-0.01569243545864075,0.47197916666666667
16,0.0,aligned,available,18,-0.025427817347826898,0.013438678725022794,0.47197916666666667
16,0.0,aligned,available,19,-0.003632954142967211,0.00914380101160295,0.47197916666666667
16,0.0,aligned,available,20,-0.0014593578013879244,-0.007755821450646572,0.47197916666666667
16,0.0,aligned,available,21,0.009996659001960562,-0.4374390337267578,0.47197916666666667
16,0.0,aligned,available,22,-0.007459944489151882,0.49135505276388725,0.47197916666666667
16,0.0,aligned,available,23,-0.02078704662495388,-0.001018315759009871,0.47197916666666667
16,0.0,aligned,available,24,0.0030657997074081678,-0.618871378444334,0.47197916666666667
16,0.0,aligned,available,25,-0.012111414691912181,0.3031213901079836,0.47197916666666667
16,0.0,aligned,available,26,-0.012520994084302073,0.4870770634947735,0.47197916666666667
16,0.0,aligned,available,27,-0.01458913714393495,-0.3907235505370376,0.47197916666666667
16,0.0,aligned,available,28,-0.003993507302828991,-0.6274855953143714,0.47197916666666667
16,0.0,aligned,available,29,0.016188750125069665,0.001965552680535125,0.47197916666666667
16,0.0,aligned,available,30,0.005037473680406912,-0.42156782353367106,0.47197916666666667
16,0.0,aligned,available,31,0.03870461131277534,-0.006272148579124102,0.47197916666666667
16,0.0,aligned,available,32,-0.02315257746710886,0.6989715791748311,0.47197916666666667
16,0.0,aligned,available,33,0.020959891797972863,-0.47420415530558196,0.47197916666666667
16,0.0,aligned,available,34,0.0003966086718164563,-0.8925558255105994,0.47197916666666667
16,0.0,aligned,available,35,0.009287048181091162,0.713715082939006,0.47197916666666667
16,0.0,aligned,available,36,-0.008750463602032799,0.5416795207308742,0.47197916666666667
16,0.0,aligned,available,37,0.004571735552966798,0.0015438951578034487,0.47197916666666667
16,0.0,aligned,available,38,0.0011787195087369085,-0.1718190832138147,0.47197916666666667
16,0.0,aligned,available,39,-0.00998788980433074,-0.27754502108578843,0.47197916666666667
16,0.0,aligned,available,40,0.0037679016092547757,0.8430631663842425,0.47197916666666667
16,0.0,aligned,available,41,0.009765946441876783,0.4700777935657285,0.47197916666666667
16,0.0,aligned,available,42,-0.003752974994266356,-0.3779087749366627,0.47197916666666667
16,0.0,aligned,available,43,-0.0014087899255645908,-0.779432002045574,0.47197916666666667
16,0.0,aligned,available,44,0.007039204601243687,0.4624051469452495,0.47197916666666667
16,0.0,aligned,available,45,0.005424043522452722,-0.004218844863598005,0.47197916666666667
16,0.0,aligned,available,46,-0.003907610616808499,-0.13192505374117663,0.47197916666666667
16,0.0,aligned,available,47,-0.010303320267495367,0.013456792430712822,0.47197916666666667
16,0.0,aligned,available,48,-0.014318358303268521,-0.008279426247870952,0.47197916666666667
16,0.0,aligned,available,49,0.017150383451618536,-0.006414566293843157,0.47197916666666667
16,0.0,aligned,available,50,0.00491556703450291,-0.685522883494827,0.47197916666666667
16,0.0,aligned,available,51,-0.007197906843992602,-0.0889283318410861,0.47197916666666667
16,0.0,aligned,available,52,0.0002666559642560129,-0.7834395014164993,0.47197916666666667
16,0.0,aligned,available,53,0.0055203345941449156,0.6283118347942512,0.47197916666666667
16,0.0,aligned,available,54,-0.004600207024294312,0.35276691510455294,0.47197916666666667
16,0.0,aligned,available,55,-0.01348069493203246,-0.0029965398730916154,0.47197916666666667
16,0.0,aligned,available,56,0.005269172157319757,0.42335467827935913,0.47197916666666667
16,0.0,aligned,available,57,-0.008713423676032617,-0.33670449653594636,0.47197916666666667
16,0.0,aligned,available,58,0.004914111398137133,-0.6935225679335295,0.47197916666666667
16,0.0,aligned,available,59,0.0095641682120442,0.3555794547554943,0.47197916666666667
16,0.0,aligned,available,60,-0.005098780701456973,-0.7987745641090624,0.47197916666666667
16,0.0,aligned,available,61,0.0078919719085494,-0.6034395501140202,0.47197916666666667
16,0.0,aligned,available,62,0.015391163182967724,-0.010162789491007837,0.47197916666666667
16,0.0,aligned,available,63,-0.0027040537760879,0.4825189028071533,0.47197916666666667
16,0.0,aligned,available,64,0.002975287508534748,0.0028671914730234826,0.47197916666666667
16,0.0,aligned,available,65,-0.011961034401297171,0.00853499992691058,0.47197916666666667
16,0.0,aligned,mi_obs,0,0.003419791896910211,-0.01943705126649003,0.47197916666666667
16,0.0,aligned,mi_obs,1,-0.0016572718253237695,0.4289690365411926,0.47197916666666667
16,0.0,aligned,mi_obs,2,-0.04455239277995671,-0.7590319922039962,0.47197916666666667
16,0.0,aligned,mi_obs,3,0.016813367539978696,0.21389292119710568,0.47197916666666667
16,0.0,aligned,mi_obs,4,-0.05187975981694026,0.005591977402284646,0.47197916666666667
16,0.0,aligned,mi_obs,5,-0.044559942365127614,-0.7204072644186227,0.47197916666666667
16,0.0,aligned,mi_obs,6,0.05266157611919506,0.19133473886247385,0.47197916666666667
16,0.0,aligned,mi_obs,7,0.04553003248152321,0.7685698952454872,0.47197916666666667
16,0.0,aligned,mi_obs,8,-0.026080235250917516,-0.8805409393023526,0.47197916666666667
16,0.0,aligned,mi_obs,9,-0.006465248062143936,-0.27152685507811253,0.47197916666666667
16,0.0,aligned,mi_obs,10,0.0018947442065988256,0.0021199699450711175,0.47197916666666667
16,0.0,aligned,mi_obs,11,0.019496727544022423,-0.012031274022744967,0.47197916666666667
16,0.0,aligned,mi_obs,12,-0.04017041502283129,0.015116012964256114,0.47197916666666667
16,0.0,aligned,mi_obs,13,-0.002845230984302201,-0.00796776681677801,0.47197916666666667
16,0.0,aligned,mi_obs,14,-0.018737500477044023,0.006398758400045258,0.47197916666666667
16,0.0,aligned,mi_obs,15,-0.004692166780174282,0.01386296995522758,0.47197916666666667
16,0.0,aligned,mi_obs,16,-0.020150513139206266,-0.006732178600823482,0.47197916666666667
16,0.0,aligned,mi_obs,17,0.0004400826781069643,-0.01569243545864075,0.47197916666666667
16,0.0,aligned,mi_obs,18,-0.027923836992858487,0.013438678725022794,0.47197916666666667
16,0.0,aligned,mi_obs,19,-0.00464780069664444,0.00914380101160295,0.47197916666666667
16,0.0,aligned,mi_obs,20,-0.0041234577251431145,-0.007755821450646572,0.47197916666666667
16,0.0,aligned,mi_obs,21,0.0007733167173523681,-0.4374390337267578,0.47197916666666667
16,0.0,aligned,mi_obs,22,0.04682590577813306,0.49135505276388725,0.47197916666666667
16,0.0,aligned,mi_obs,23,-0.0628404252972691,-0.001018315759009871,0.47197916666666667
16,0.0,aligned,mi_obs,24,-0.04249387324718168,-0.618871378444334,0.47197916666666667
16,0.0,aligned,mi_obs,25,0.06490135440976774,0.3031213901079836,0.47197916666666667
16,0.0,aligned,mi_obs,26,-0.010796798975557464,0.4870770634947735,0.47197916666666667
16,0.0,aligned,mi_obs,27,-0.005670440783864195,-0.3907235505370376,0.47197916666666667
16,0.0,aligned,mi_obs,28,-0.03264071075055586,-0.6274855953143714,0.47197916666666667
16,0.0,aligned,mi_obs,29,0.0058483572905150775,0.001965552680535125,0.47197916666666667
16,0.0,aligned,mi_obs,30,-0.01749612583607768,-0.42156782353367106,0.47197916666666667
16,0.0,aligned,mi_obs,31,0.08091150750679889,-0.006272148579124102,0.47197916666666667
16,0.0,aligned,mi_obs,32,-0.0042301805133748704,0.6989715791748311,0.47197916666666667
16,0.0,aligned,mi_obs,33,-0.09157516867734677,-0.47420415530558196,0.47197916666666667
16,0.0,aligned,mi_obs,34,-0.048935709259150695,-0.8925558255105994,0.47197916666666667
16,0.0,aligned,mi_obs,35,0.040601179407096954,0.713715082939006,0.47197916666666667
16,0.0,aligned,mi_obs,36,0.015168344967824376,0.5416795207308742,0.47197916666666667
16,0.0,aligned,mi_obs,37,0.0031021894413297813,0.0015438951578034487,0.47197916666666667
16,0.0,aligned,mi_obs,38,-0.15651695989670664,-0.1718190832138147,0.47197916666666667
16,0.0,aligned,mi_obs,39,0.005884258613657545,-0.27754502108578843,0.47197916666666667
16,0.0,aligned,mi_obs,40,0.013664281692924996,0.8430631663842425,0.47197916666666667
16,0.0,aligned,mi_obs,41,0.010319635798820226,0.4700777935657285,0.47197916666666667
16,0.0,aligned,mi_obs,42,-0.02099098581822767,-0.3779087749366627,0.47197916666666667
16,0.0,aligned,mi_obs,43,-0.03109500717015201,-0.779432002045574,0.47197916666666667
16,0.0,aligned,mi_obs,44,-0.0059868979191406435,0.4624051469452495,0.47197916666666667
16,0.0,aligned,mi_obs,45,0.020770377592303272,-0.004218844863598005,0.47197916666666667
16,0.0,aligned,mi_obs,46,-0.12374303966234829,-0.13192505374117663,0.47197916666666667
16,0.0,aligned,mi_obs,47,-0.05202217492762747,0.013456792430712822,0.47197916666666667
16,0.0,aligned,mi_obs,48,0.04908036695896977,-0.008279426247870952,0.47197916666666667
16,0.0,aligned,mi_obs,49,0.09811208925761265,-0.006414566293843157,0.47197916666666667
