rep,gamma,alignment,estimator,pair,signed_err,truth,miss_rate
9,0.0,aligned,available,0,-0.009108964104837997,0.006832050683188442,0.4712625
9,0.0,aligned,available,1,0.0032901589648097196,-0.185992787686273,0.4712625
9,0.0,aligned,available,2,-0.002542936782353511,0.6959668243000116,0.4712625
9,0.0,aligned,available,3,-0.004836456027474123,0.5040030242901289,0.4712625
9,0.0,aligned,available,4,0.002098209919332905,0.385086887509849,0.4712625
9,0.0,aligned,available,5,0.0013931879680695314,-0.8383732911882809,0.4712625
9,0.0,aligned,available,6,-0.0058105818982758795,-0.7013967707773462,0.4712625
9,0.0,aligned,available,7,0.007624399819906036,0.6980116640480195,0.4712625
9,0.0,aligned,available,8,0.0016140834226405776,0.30809358636223344,0.4712625
9,0.0,aligned,available,9,0.007610023920417985,-0.4786634237561262,0.4712625
9,0.0,aligned,available,10,0.001986579492419094,0.7540783235482343,0.4712625
9,0.0,aligned,available,11,0.0027328321025052033,0.012048695305903643,0.4712625
9,0.0,aligned,available,12,0.0028182280398052163,-0.003019947302107163,0.4712625
9,0.0,aligned,available,13,-0.0001941795623369713,0.2817669027922701,0.4712625
9,0.0,aligned,available,14,0.008076886782378586,-0.0015810444405707034,0.4712625
9,0.0,aligned,available,15,-0.0034527943279949822,-0.00656481783980329,0.4712625
9,0.0,aligned,available,16,0.004181713689409339,0.26218370246226025,0.4712625
9,0.0,aligned,available,17,-0.0012302603480045266,0.0072979389335019575,0.4712625
9,0.0,aligned,available,18,0.00019923499690388535,-0.537137066833093,0.4712625
9,0.0,aligned,available,19,0.0154394885061954,-0.00961191327987669,0.4712625
9,0.0,aligned,available,20,-0.0008316476413898057,0.0018394197391256378,0.4712625
9,0.0,aligned,available,21,-0.022783174766661363,-0.3394092834995092,0.4712625
9,0.0,aligned,available,22,0.0011323691900147134,0.015240815716060337,0.4712625
9,0.0,aligned,available,23,0.019473810464735425,0.010638613270553777,0.4712625
9,0.0,aligned,available,24,-0.001386907593046497,-0.01605295161344049,0.4712625
9,0.0,aligned,available,25,-0.015896258667121577,0.27567688721441197,0.4712625
9,0.0,aligned,available,26,0.009131493314238319,0.014734768061827027,0.4712625
9,0.0,aligned,available,27,0.002783876665103782,-0.0068027422833876194,0.4712625
9,0.0,aligned,available,28,0.0008164281564547382,-0.008268707566847422,0.4712625
9,0.0,aligned,available,29,0.009488791658521678,-0.3719419193506948,0.4712625
9,0.0,aligned,available,30,-0.004500040859816756,0.2679775243988846,0.4712625
9,0.0,aligned,available,31,-0.017603164625174528,0.4663407036909852,0.4712625
9,0.0,aligned,available,32,-0.0018948301700831283,-0.41875319390464755,0.4712625
9,0.0,aligned,available,33,0.010997548582234673,-0.6789187648638818,0.4712625
9,0.0,aligned,available,34,0.012376633427177763,0.6562264475281591,0.4712625
9,0.0,aligned,available,35,-0.024301267183101945,0.003407067375705125,0.4712625
9,0.0,aligned,available,36,0.008737455714585911,-0.0029192563964708434,0.4712625
9,0.0,aligned,available,37,0.0002452347854071668,0.9178113745938938,0.4712625
9,0.0,aligned,available,38,0.0015761849541411355,0.5744536957981767,0.4712625
9,0.0,aligned,available,39,0.0034153530266779475,-0.5926518332541838,0.4712625
9,0.0,aligned,available,40,-0.005016784822576503,-0.3257819866028696,0.4712625
9,0.0,aligned,available,41,-0.00816755250370721,0.4049164182666911,0.4712625
9,0.0,aligned,available,42,0.029932258008771695,0.2385978613501472,0.4712625
9,0.0,aligned,available,43,-0.008656966068296135,-0.5947622120282947,0.4712625
9,0.0,aligned,available,44,-0.00030225799217969973,0.2884849282761164,0.4712625
9,0.0,aligned,available,45,-0.00041243448962302587,-0.44579045158241426,0.4712625
9,0.0,aligned,available,46,-0.0007697896164001738,-0.3803092361929784,0.4712625
9,0.0,aligned,available,47,-0.0045666523060324815,0.7066250867770396,0.4712625
9,0.0,aligned,available,48,0.012320824949466362,0.001993532148909861,0.4712625
9,0.0,aligned,available,49,-0.010411759160245858,0.003128986349904574,0.4712625
9,0.0,aligned,available,50,-0.002246655566822797,0.5088946691288748,0.4712625
9,0.0,aligned,available,51,-0.0010183505987201302,0.503669113344638,0.4712625
9,0.0,aligned,available,52,0.0008284445075179558,-0.6339688996492424,0.4712625
9,0.0,aligned,available,53,0.00017242220109769946,-0.36418985793286324,0.4712625
9,0.0,aligned,available,54,-0.002919024569341233,0.5648386977591437,0.4712625
9,0.0,aligned,available,55,-0.0014330596667149753,-0.4512388962661622,0.4712625
9,0.0,aligned,available,56,-0.000826578451368909,-0.5209501328830125,0.4712625
9,0.0,aligned,available,57,-0.01661827908801161,-0.4814971363561761,0.4712625
9,0.0,aligned,available,58,0.014265435936341386,0.3080699131334992,0.4712625
9,0.0,aligned,available,59,-0.0004575533558607292,-0.7375325683629871,0.4712625
9,0.0,aligned,available,60,-6.791323496756034e-05,-0.0070797169290717525,0.4712625
9,0.0,aligned,available,61,0.008615618922172797,0.003106267598079001,0.4712625
9,0.0,aligned,available,62,0.0054162855347736905,0.7133551437707684,0.4712625
9,0.0,aligned,available,63,-0.010625960690548553,-0.6485533446380245,0.4712625
9,0.0,aligned,available,64,0.0038827237077274823,-0.0013662690792378258,0.4712625
9,0.0,aligned,available,65,0.003234192514473076,0.002613190329293734,0.4712625
9,0.0,aligned,mi_obs,0,-0.0034683143079259557,0.006832050683188442,0.4712625
9,0.0,aligned,mi_obs,1,-0.07212888095739348,-0.185992787686273,0.4712625
9,0.0,aligned,mi_obs,2,0.00850350221482421,0.6959668243000116,0.4712625
9,0.0,aligned,mi_obs,3,0.024229336775095645,0.5040030242901289,0.4712625
9,0.0,aligned,mi_obs,4,0.0002462602177980555,0.385086887509849,0.4712625
9,0.0,aligned,mi_obs,5,-0.03093562720760057,-0.8383732911882809,0.4712625
9,0.0,aligned,mi_obs,6,-0.022107760670941112,-0.7013967707773462,0.4712625
9,0.0,aligned,mi_obs,7,0.014210038220251908,0.6980116640480195,0.4712625
9,0.0,aligned,mi_obs,8,0.002852836002236181,0.30809358636223344,0.4712625
