rep,gamma,alignment,estimator,pair,signed_err,truth,miss_rate
30,0.0,aligned,available,0,0.0016473006767202536,-0.6449248592373082,0.4698
30,0.0,aligned,available,1,0.00025634368185112333,-0.8153372232206696,0.4698
30,0.0,aligned,available,2,-0.0010531533756493738,-0.9499553945625182,0.4698
30,0.0,aligned,available,3,0.0006414345663574572,0.77847839044467,0.4698
30,0.0,aligned,available,4,-0.007049096701270519,-0.7624224825441525,0.4698
30,0.0,aligned,available,5,0.010594696721517437,0.026423166232302182,0.4698
30,0.0,aligned,available,6,0.0001493881152082599,0.969410970495419,0.4698
30,0.0,aligned,available,7,0.00019591766640902897,0.9600451726403972,0.4698
30,0.0,aligned,available,8,0.008341199222178353,0.595722293852789,0.4698
30,0.0,aligned,available,9,-0.0007293033010989936,0.9754536382167842,0.4698
30,0.0,aligned,available,10,0.0008959746688148584,-0.9134772147864827,0.4698
30,0.0,aligned,available,11,-0.0009691299014369381,0.6288866433162783,0.4698
30,0.0,aligned,available,12,-0.005752418693434569,0.6528826647176885,0.4698
30,0.0,aligned,available,13,-0.00831306715420932,-0.5372978977577021,0.4698
30,0.0,aligned,available,14,0.004364426642964325,0.5910144319343532,0.4698
30,0.0,aligned,available,15,0.00572599452177457,-0.024844720166303104,0.4698
30,0.0,aligned,available,16,4.1997640892299515e-05,-0.6621803734185411,0.4698
30,0.0,aligned,available,17,-0.0009258677325642006,-0.6487966685199281,0.4698
30,0.0,aligned,available,18,-0.009557291517327038,-0.4123874448447779,0.4698
30,0.0,aligned,available,19,-0.002060955985073387,-0.6532861808716864,0.4698
30,0.0,aligned,available,20,-0.0007074839054225235,0.7033776541669611,0.4698
30,0.0,aligned,available,21,0.00022157828057167706,0.8244105202502028,0.4698
30,0.0,aligned,available,22,0.018256570772540393,-0.6789598738260626,0.4698
30,0.0,aligned,available,23,0.002901961187995683,0.7453715853918825,0.4698
30,0.0,aligned,available,24,-0.002016588575886269,-0.2853039744515575,0.4698
30,0.0,aligned,available,25,0.0011768409011393421,-0.8368734048460913,0.4698
30,0.0,aligned,available,26,2.341617175982691e-05,-0.8195412045850422,0.4698
30,0.0,aligned,available,27,0.007399250590782502,-0.5183810926542697,0.4698
30,0.0,aligned,available,28,0.003490018677016926,-0.8253492927907885,0.4698
30,0.0,aligned,available,29,-4.208735153443666e-05,0.8918558880903372,0.4698
30,0.0,aligned,available,30,0.00683252911372545,-0.7578872934926998,0.4698
30,0.0,aligned,available,31,-0.0024302995557951013,0.7698105093718259,0.4698
30,0.0,aligned,available,32,-0.012977319986637453,-0.02645274864732275,0.4698
30,0.0,aligned,available,33,-0.0003949991254543761,-0.9864758125826469,0.4698
30,0.0,aligned,available,34,-0.00038333888768560254,-0.9843094030052875,0.4698
30,0.0,aligned,available,35,0.004697687012885865,-0.5814789086400262,0.4698
30,0.0,aligned,available,36,-0.0003633409156547085,-0.9853023048010634,0.4698
30,0.0,aligned,available,37,-0.0014519044586496221,0.923973266560027,0.4698
30,0.0,aligned,available,38,0.0016393530417837532,-0.6378675239916878,0.4698
30,0.0,aligned,available,39,-0.0036619123467536603,0.011938746713910268,0.4698
30,0.0,aligned,available,40,-0.0028893612759348652,0.7725227825880056,0.4698
30,0.0,aligned,available,41,-0.0030105541431144633,0.7620431300120841,0.4698
30,0.0,aligned,available,42,0.013988263759386887,0.7703013850780788,0.4698
30,0.0,aligned,available,43,-0.006652832725362323,0.7715408483408679,0.4698
30,0.0,aligned,available,44,0.002802194524821222,-0.762635706332219,0.4698
30,0.0,aligned,available,45,-0.007316240665467159,-0.023433735419517588,0.4698
30,0.0,aligned,available,46,-0.0036518412009932666,-0.7815906708974449,0.4698
30,0.0,aligned,available,47,-0.004109245192865596,-0.7652189773577945,0.4698
30,0.0,aligned,available,48,-0.012465876021049704,-0.49201446317131997,0.4698
30,0.0,aligned,available,49,-0.004734985780072032,-0.7703972262516253,0.4698
30,0.0,aligned,available,50,0.002127836587861087,0.8338901168031317,0.4698
30,0.0,aligned,available,51,-0.0007486945066883764,0.028725903535637247,0.4698
30,0.0,aligned,available,52,0.001581988578471083,0.027828808743991084,0.4698
30,0.0,aligned,available,53,0.001194544244317522,0.002739274278700241,0.4698
30,0.0,aligned,available,54,-0.0042981492047276144,0.028031013314907222,0.4698
30,0.0,aligned,available,55,-0.0030597814777931637,-0.028376561274292188,0.4698
30,0.0,aligned,available,56,8.120744570638827e-05,0.9949916178875604,0.4698
30,0.0,aligned,available,57,0.0011782558787761799,0.5927937004279027,0.4698
30,0.0,aligned,available,58,1.6792219099115435e-05,0.9947376343572819,0.4698
30,0.0,aligned,available,59,-8.918980123717724e-05,-0.937866836705844,0.4698
30,0.0,aligned,available,60,0.00021067987694933787,0.5846773993302555,0.4698
30,0.0,aligned,available,61,0.0002726977581224421,0.9885284372277299,0.4698
30,0.0,aligned,available,62,-0.0007148103679782691,-0.9182913071135473,0.4698
30,0.0,aligned,available,63,-0.006118654790168376,0.5919977063413702,0.4698
30,0.0,aligned,available,64,-0.0008945500964085973,-0.5839069331517645,0.4698
30,0.0,aligned,available,65,0.0010605973298786209,-0.9250434718219117,0.4698
30,0.0,aligned,mi_obs,0,-0.02507018453080534,-0.6449248592373082,0.4698
30,0.0,aligned,mi_obs,1,-0.01494045063373306,-0.8153372232206696,0.4698
30,0.0,aligned,mi_obs,2,-0.0054216711091018555,-0.9499553945625182,0.4698
30,0.0,aligned,mi_obs,3,0.03336219332605128,0.77847839044467,0.4698
30,0.0,aligned,mi_obs,4,-0.04962111950953918,-0.7624224825441525,0.4698
30,0.0,aligned,mi_obs,5,-0.12995612869106785,0.026423166232302182,0.4698
30,0.0,aligned,mi_obs,6,0.004227192775011712,0.969410970495419,0.4698
30,0.0,aligned,mi_obs,7,0.004492932903120916,0.9600451726403972,0.4698
30,0.0,aligned,mi_obs,8,0.0472485030476425,0.595722293852789,0.4698
30,0.0,aligned,mi_obs,9,0.0037042830087111733,0.9754536382167842,0.4698
30,0.0,aligned,mi_obs,10,-0.003127759107737882,-0.9134772147864827,0.4698
30,0.0,aligned,mi_obs,11,0.0605006161870264,0.6288866433162783,0.4698
30,0.0,aligned,mi_obs,12,0.012097061546116561,0.6528826647176885,0.4698
30,0.0,aligned,mi_obs,13,-0.04705135886421241,-0.5372978977577021,0.4698
30,0.0,aligned,mi_obs,14,0.05633345735765838,0.5910144319343532,0.4698
30,0.0,aligned,mi_obs,15,0.09728282196988605,-0.024844720166303104,0.4698
30,0.0,aligned,mi_obs,16,-0.019620041484618933,-0.6621803734185411,0.4698
30,0.0,aligned,mi_obs,17,-0.02119548869697485,-0.6487966685199281,0.4698
30,0.0,aligned,mi_obs,18,-0.04802352540440885,-0.4123874448447779,0.4698
30,0.0,aligned,mi_obs,19,-0.028177928939526864,-0.6532861808716864,0.4698
30,0.0,aligned,mi_obs,20,0.028131519618376455,0.7033776541669611,0.4698
30,0.0,aligned,mi_obs,21,0.020700671793581593,0.8244105202502028,0.4698
30,0.0,aligned,mi_obs,22,-0.02307292575216413,-0.6789598738260626,0.4698
30,0.0,aligned,mi_obs,23,0.0739094783238099,0.7453715853918825,0.4698
30,0.0,aligned,mi_obs,24,0.05848321059780767,-0.2853039744515575,0.4698
30,0.0,aligned,mi_obs,25,-0.011194637288111431,-0.8368734048460913,0.4698
30,0.0,aligned,mi_obs,26,-0.008588589309455497,-0.8195412045850422,0.4698
30,0.0,aligned,mi_obs,27,-0.07789865758039194,-0.5183810926542697,0.4698
30,0.0,aligned,mi_obs,28,-0.01369505632326773,-0.8253492927907885,0.4698
30,0.0,aligned,mi_obs,29,0.030562229269264996,0.8918558880903372,0.4698
30,0.0,aligned,mi_obs,30,-0.02133919602248857,-0.7578872934926998,0.4698
30,0.0,aligned,mi_obs,31,0.038388304074925106,0.7698105093718259,0.4698
30,0.0,aligned,mi_obs,32,0.14425755967185339,-0.02645274864732275,0.4698
30,0.0,aligned,mi_obs,33,0.0003814326994033834,-0.9864758125826469,0.4698
30,0.0,aligned,mi_obs,34,-0.0022220404192896392,-0.9843094030052875,0.4698
30,0.0,aligned,mi_obs,35,-0.046809860774814416,-0.5814789086400262,0.4698
30,0.0,aligned,mi_obs,36,-0.005714007213696859,-0.9853023048010634,0.4698
