rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
58,0.0,0.0,aligned,1,0,1,6,6,1,1.0,0.4710875,0|3|4|6|7|8
58,0.0,0.0,closed,2,0,2,6,6,2,0.5,0.4710875,0|3|4|6|7|8
58,0.0,0.15,aligned,3,0,3,6,6,5,1.0,0.476025,0|3|4|6|7|8
58,0.0,0.15,closed,2,0,2,6,6,2,1.0,0.4762375,0|3|4|6|7|8
58,0.0,0.3,aligned,3,0,3,6,6,3,1.0,0.48130833333333334,0|3|4|6|7|8
58,0.0,0.3,closed,3,0,3,6,6,3,1.0,0.4815375,0|3|4|6|7|8
58,0.0,0.6,aligned,4,0,4,6,6,6,1.0,0.4921625,0|3|4|6|7|8
58,0.0,0.6,closed,4,0,4,6,6,6,1.0,0.4918,0|3|4|6|7|8
58,1.0,0.0,aligned,5,1,4,6,6,6,1.0,0.4710875,0|3|4|6|7|8
58,1.0,0.0,closed,1,1,0,6,6,1,0.0,0.4710875,0|3|4|6|7|8
58,1.0,0.15,aligned,5,1,4,6,6,7,1.0,0.47604166666666664,0|3|4|6|7|8
58,1.0,0.15,closed,4,0,4,6,6,4,1.0,0.4761,0|3|4|6|7|8
58,1.0,0.3,aligned,5,1,4,6,6,7,1.0,0.4812916666666667,0|3|4|6|7|8
58,1.0,0.3,closed,4,1,3,6,6,5,1.0,0.48154166666666665,0|3|4|6|7|8
58,1.0,0.6,aligned,5,2,3,6,6,8,1.0,0.4922666666666667,0|3|4|6|7|8
58,1.0,0.6,closed,4,0,4,6,6,6,0.8333333333333334,0.4922166666666667,0|3|4|6|7|8
58,2.0,0.0,aligned,4,2,2,6,6,5,1.0,0.4710875,0|3|4|6|7|8
58,2.0,0.0,closed,4,0,4,6,6,4,1.0,0.4710875,0|3|4|6|7|8
58,2.0,0.15,aligned,5,2,3,6,6,7,1.0,0.47610833333333336,0|3|4|6|7|8
58,2.0,0.15,closed,4,1,3,6,6,4,1.0,0.4761208333333333,0|3|4|6|7|8
58,2.0,0.3,aligned,6,2,4,6,6,9,1.0,0.48139166666666666,0|3|4|6|7|8
58,2.0,0.3,closed,3,0,3,6,6,3,1.0,0.4813791666666667,0|3|4|6|7|8
58,2.0,0.6,aligned,6,2,4,6,6,10,1.0,0.49245,0|3|4|6|7|8
58,2.0,0.6,closed,4,0,4,6,6,7,0.8571428571428571,0.4921875,0|3|4|6|7|8
