rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
29,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.4699041666666667,0|2|4|5|6|11
29,0.0,0.0,closed,0,0,0,6,6,0,nan,0.4699041666666667,0|2|4|5|6|11
29,0.0,0.15,aligned,5,0,5,6,6,8,1.0,0.47594583333333335,0|2|4|5|6|11
29,0.0,0.15,closed,3,0,3,6,6,4,1.0,0.476175,0|2|4|5|6|11
29,0.0,0.3,aligned,5,0,5,6,6,9,1.0,0.482,0|2|4|5|6|11
29,0.0,0.3,closed,6,0,6,6,6,9,1.0,0.4822,0|2|4|5|6|11
29,0.0,0.6,aligned,5,0,5,6,6,10,1.0,0.49464583333333334,0|2|4|5|6|11
29,0.0,0.6,closed,5,0,5,6,6,9,1.0,0.4949,0|2|4|5|6|11
29,1.0,0.0,aligned,7,3,4,6,6,8,1.0,0.4699041666666667,0|2|4|5|6|11
29,1.0,0.0,closed,1,0,1,6,6,1,1.0,0.4699041666666667,0|2|4|5|6|11
29,1.0,0.15,aligned,8,3,5,6,6,9,1.0,0.4760083333333333,0|2|4|5|6|11
29,1.0,0.15,closed,5,1,4,6,6,7,1.0,0.47615,0|2|4|5|6|11
29,1.0,0.3,aligned,8,3,5,6,6,12,1.0,0.48204583333333334,0|2|4|5|6|11
29,1.0,0.3,closed,5,0,5,6,6,9,1.0,0.48217916666666666,0|2|4|5|6|11
29,1.0,0.6,aligned,7,1,6,6,6,12,1.0,0.494575,0|2|4|5|6|11
29,1.0,0.6,closed,5,0,5,6,6,10,1.0,0.49478333333333335,0|2|4|5|6|11
29,2.0,0.0,aligned,6,3,3,6,6,7,1.0,0.4699041666666667,0|2|4|5|6|11
29,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4699041666666667,0|2|4|5|6|11
29,2.0,0.15,aligned,8,3,5,6,6,11,1.0,0.4759625,0|2|4|5|6|11
29,2.0,0.15,closed,5,1,4,6,6,9,1.0,0.4759291666666667,0|2|4|5|6|11
29,2.0,0.3,aligned,8,3,5,6,6,12,1.0,0.4819833333333333,0|2|4|5|6|11
29,2.0,0.3,closed,4,0,4,6,6,8,1.0,0.482325,0|2|4|5|6|11
29,2.0,0.6,aligned,9,4,5,6,6,14,1.0,0.4942166666666667,0|2|4|5|6|11
29,2.0,0.6,closed,6,1,5,6,6,11,1.0,0.4949125,0|2|4|5|6|11
