rep,gamma,selfmask_rate,alignment,n_detect_total,n_detect_clean,n_detect_sm,n_clean_cols,n_sm_cols,n_parent_pairs,share_affected,miss_rate,sm_cols
48,0.0,0.0,aligned,0,0,0,6,6,0,nan,0.4711125,2|4|6|8|9|11
48,0.0,0.0,closed,0,0,0,6,6,0,nan,0.4711125,2|4|6|8|9|11
48,0.0,0.15,aligned,4,0,4,6,6,5,1.0,0.4770333333333333,2|4|6|8|9|11
48,0.0,0.15,closed,5,0,5,6,6,7,1.0,0.4771458333333333,2|4|6|8|9|11
48,0.0,0.3,aligned,4,0,4,6,6,7,1.0,0.48264583333333333,2|4|6|8|9|11
48,0.0,0.3,closed,5,0,5,6,6,9,1.0,0.4829791666666667,2|4|6|8|9|11
48,0.0,0.6,aligned,6,0,6,6,6,10,1.0,0.4940583333333333,2|4|6|8|9|11
48,0.0,0.6,closed,5,0,5,6,6,12,1.0,0.494775,2|4|6|8|9|11
48,1.0,0.0,aligned,6,3,3,6,6,8,1.0,0.4711125,2|4|6|8|9|11
48,1.0,0.0,closed,0,0,0,6,6,0,nan,0.4711125,2|4|6|8|9|11
48,1.0,0.15,aligned,7,3,4,6,6,9,1.0,0.4770666666666667,2|4|6|8|9|11
48,1.0,0.15,closed,5,1,4,6,6,9,1.0,0.47728333333333334,2|4|6|8|9|11
48,1.0,0.3,aligned,7,3,4,6,6,12,1.0,0.4826375,2|4|6|8|9|11
48,1.0,0.3,closed,5,0,5,6,6,8,1.0,0.48257916666666667,2|4|6|8|9|11
48,1.0,0.6,aligned,9,3,6,6,6,14,1.0,0.4942,2|4|6|8|9|11
48,1.0,0.6,closed,5,0,5,6,6,11,1.0,0.49524583333333333,2|4|6|8|9|11
48,2.0,0.0,aligned,8,4,4,6,6,13,1.0,0.4711125,2|4|6|8|9|11
48,2.0,0.0,closed,0,0,0,6,6,0,nan,0.4711125,2|4|6|8|9|11
48,2.0,0.15,aligned,9,4,5,6,6,15,1.0,0.4770041666666667,2|4|6|8|9|11
48,2.0,0.15,closed,6,1,5,6,6,9,1.0,0.4772875,2|4|6|8|9|11
48,2.0,0.3,aligned,8,4,4,6,6,15,1.0,0.4825,2|4|6|8|9|11
48,2.0,0.3,closed,3,0,3,6,6,8,1.0,0.483,2|4|6|8|9|11
48,2.0,0.6,aligned,10,4,6,6,6,16,1.0,0.49395,2|4|6|8|9|11
48,2.0,0.6,closed,5,0,5,6,6,12,1.0,0.49466666666666664,2|4|6|8|9|11
